"date","geography","geography code","Household Composition: All categories: Household composition; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 1 bedroom; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 2 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 3 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One person household; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 1 bedroom; measures: Value","Household Composition: One person household; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Total; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 1 bedroom; measures: Value","Household Composition: Other household types; Bedrooms: 2 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 3 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 4 or more bedrooms; measures: Value"
"2011","E00062207","E00062207",114,4,25,50,35,35,1,9,19,6,77,3,15,31,28,11,2,2,2,5,51,1,11,20,19,15,0,2,9,4,2,0,1,0,1
"2011","E00062208","E00062208",174,3,14,51,106,32,1,4,13,14,131,2,10,36,83,18,0,4,8,6,107,2,5,25,75,6,0,1,3,2,11,0,0,2,9
"2011","E00062209","E00062209",94,0,16,32,46,24,0,10,8,6,68,0,6,23,39,12,0,3,4,5,53,0,2,19,32,3,0,1,0,2,2,0,0,1,1
"2011","E00062210","E00062210",52,4,11,19,18,18,2,5,8,3,33,2,6,11,14,8,2,2,3,1,21,0,3,7,11,4,0,1,1,2,1,0,0,0,1
"2011","E00062211","E00062211",60,0,23,21,16,13,0,8,4,1,43,0,14,17,12,9,0,4,3,2,29,0,8,11,10,5,0,2,3,0,4,0,1,0,3
"2011","E00062212","E00062212",99,1,12,42,44,21,1,7,8,5,70,0,5,30,35,9,0,2,4,3,55,0,2,25,28,6,0,1,1,4,8,0,0,4,4
"2011","E00174202","E00174202",123,1,1,13,108,10,0,1,2,7,106,1,0,10,95,0,0,0,0,0,100,1,0,9,90,6,0,0,1,5,7,0,0,1,6
"2011","E00174206","E00174206",123,1,11,24,87,12,1,2,5,4,103,0,8,18,77,0,0,0,0,0,89,0,5,15,69,14,0,3,3,8,8,0,1,1,6
"2011","E00174208","E00174208",123,6,16,56,45,27,1,6,12,8,90,5,9,41,35,18,4,2,10,2,72,1,7,31,33,0,0,0,0,0,6,0,1,3,2
"2011","E00062202","E00062202",118,3,33,34,48,35,3,18,6,8,80,0,15,27,38,19,0,3,8,8,57,0,9,19,29,4,0,3,0,1,3,0,0,1,2
"2011","E00062203","E00062203",135,23,37,55,20,60,19,19,20,2,73,4,18,35,16,9,1,2,3,3,49,2,13,22,12,15,1,3,10,1,2,0,0,0,2
"2011","E00062204","E00062204",120,1,13,68,38,21,0,3,15,3,95,1,10,51,33,19,1,3,11,4,70,0,7,35,28,6,0,0,5,1,4,0,0,2,2
"2011","E00062205","E00062205",124,0,32,67,25,26,0,13,11,2,98,0,19,56,23,36,0,13,19,4,57,0,5,35,17,5,0,1,2,2,0,0,0,0,0
"2011","E00062206","E00062206",123,1,6,95,21,34,0,4,29,1,86,1,2,63,20,20,0,0,18,2,58,1,2,40,15,8,0,0,5,3,3,0,0,3,0
"2011","E00062379","E00062379",150,15,21,47,67,39,13,8,11,7,102,2,12,33,55,17,1,5,2,9,77,1,6,25,45,8,0,1,6,1,9,0,1,3,5
"2011","E00062380","E00062380",66,1,15,28,22,14,1,7,4,2,50,0,8,23,19,10,0,4,4,2,33,0,4,14,15,7,0,0,5,2,2,0,0,1,1
"2011","E00062381","E00062381",53,1,14,24,14,8,0,4,2,2,44,1,10,22,11,4,0,0,3,1,37,1,9,17,10,3,0,1,2,0,1,0,0,0,1
"2011","E00062382","E00062382",83,1,14,31,37,19,0,7,6,6,59,1,7,23,28,10,0,1,2,7,47,1,5,21,20,2,0,1,0,1,5,0,0,2,3
"2011","E00062383","E00062383",77,1,7,29,40,14,1,3,7,3,59,0,3,22,34,13,0,0,4,9,41,0,2,16,23,5,0,1,2,2,4,0,1,0,3
"2011","E00062384","E00062384",162,15,30,90,27,56,14,14,26,2,103,1,15,62,25,12,0,0,11,1,67,1,10,36,20,24,0,5,15,4,3,0,1,2,0
"2011","E00062385","E00062385",159,6,38,69,46,29,4,13,9,3,123,2,24,55,42,31,2,5,19,5,82,0,17,31,34,10,0,2,5,3,7,0,1,5,1
"2011","E00062386","E00062386",110,0,24,61,25,20,0,8,8,4,87,0,16,52,19,20,0,6,11,3,59,0,9,36,14,8,0,1,5,2,3,0,0,1,2
"2011","E00174203","E00174203",95,12,44,27,12,38,8,25,3,2,54,4,18,24,8,1,0,0,1,0,49,4,18,19,8,4,0,0,4,0,3,0,1,0,2
"2011","E00174204","E00174204",121,0,17,60,44,24,0,8,14,2,96,0,9,46,41,4,0,1,3,0,83,0,6,40,37,9,0,2,3,4,1,0,0,0,1
"2011","E00174205","E00174205",117,3,19,52,43,15,2,6,3,4,96,1,13,47,35,1,0,0,1,0,75,0,8,38,29,20,1,5,8,6,6,0,0,2,4
"2011","E00174207","E00174207",115,2,6,54,53,19,1,1,11,6,91,1,5,40,45,0,0,0,0,0,79,1,4,35,39,12,0,1,5,6,5,0,0,3,2
"2011","E00174210","E00174210",106,2,34,57,13,35,1,13,19,2,63,1,19,33,10,12,1,5,5,1,47,0,12,27,8,4,0,2,1,1,8,0,2,5,1
"2011","E00062133","E00062133",169,4,22,67,76,29,2,13,9,5,134,0,9,57,68,4,0,0,3,1,117,0,7,49,61,13,0,2,5,6,6,2,0,1,3
"2011","E00062134","E00062134",169,0,28,84,57,40,0,19,14,7,124,0,9,68,47,10,0,0,7,3,101,0,6,55,40,13,0,3,6,4,5,0,0,2,3
"2011","E00062136","E00062136",123,0,63,53,7,49,0,29,19,1,73,0,33,34,6,10,0,5,5,0,53,0,23,25,5,10,0,5,4,1,1,0,1,0,0
"2011","E00174209","E00174209",89,2,15,37,35,17,1,11,4,1,70,1,3,32,34,3,0,1,2,0,59,1,2,25,31,8,0,0,5,3,2,0,1,1,0
"2011","E00174212","E00174212",100,0,28,57,15,25,0,14,10,1,72,0,14,44,14,4,0,2,2,0,56,0,9,36,11,12,0,3,6,3,3,0,0,3,0
"2011","E00062138","E00062138",140,7,71,49,13,54,5,34,11,4,77,2,34,34,7,11,0,5,6,0,50,2,19,23,6,16,0,10,5,1,9,0,3,4,2
"2011","E00062139","E00062139",123,0,31,76,16,22,0,7,14,1,97,0,24,59,14,3,0,1,2,0,80,0,19,48,13,14,0,4,9,1,4,0,0,3,1
"2011","E00062143","E00062143",137,2,38,88,9,36,1,18,15,2,94,0,19,69,6,16,0,5,11,0,59,0,9,46,4,19,0,5,12,2,7,1,1,4,1
"2011","E00062148","E00062148",133,1,68,59,5,41,1,29,10,1,88,0,36,48,4,5,0,3,2,0,68,0,26,38,4,15,0,7,8,0,4,0,3,1,0
"2011","E00062152","E00062152",124,1,22,94,7,24,1,6,17,0,94,0,15,73,6,16,0,2,14,0,63,0,10,48,5,15,0,3,11,1,6,0,1,4,1
"2011","E00062140","E00062140",134,3,51,69,11,42,2,16,21,3,85,1,32,46,6,11,0,3,8,0,58,1,20,31,6,16,0,9,7,0,7,0,3,2,2
"2011","E00062149","E00062149",114,0,74,37,3,28,0,24,4,0,83,0,48,32,3,10,0,7,3,0,59,0,35,22,2,14,0,6,7,1,3,0,2,1,0
"2011","E00062150","E00062150",121,0,57,59,5,35,0,26,9,0,85,0,31,49,5,14,0,8,6,0,58,0,18,35,5,13,0,5,8,0,1,0,0,1,0
"2011","E00062151","E00062151",135,0,60,70,5,36,0,19,15,2,97,0,40,54,3,17,0,7,10,0,62,0,26,33,3,18,0,7,11,0,2,0,1,1,0
"2011","E00062153","E00062153",123,0,83,36,4,40,0,31,8,1,79,0,48,28,3,12,0,10,2,0,50,0,28,20,2,17,0,10,6,1,4,0,4,0,0
"2011","E00062141","E00062141",118,3,47,46,22,36,3,21,9,3,78,0,24,36,18,6,0,1,5,0,67,0,22,31,14,5,0,1,0,4,4,0,2,1,1
"2011","E00062142","E00062142",142,1,41,89,11,32,0,12,18,2,107,1,29,69,8,13,0,3,9,1,65,1,16,42,6,29,0,10,18,1,3,0,0,2,1
"2011","E00062146","E00062146",139,3,56,72,8,31,2,18,9,2,97,0,35,56,6,11,0,4,6,1,63,0,22,37,4,23,0,9,13,1,11,1,3,7,0
"2011","E00062147","E00062147",126,6,19,79,22,33,5,7,15,6,85,1,10,61,13,5,0,0,4,1,67,1,6,50,10,13,0,4,7,2,8,0,2,3,3
"2011","E00062144","E00062144",125,1,51,68,5,32,1,16,15,0,85,0,34,46,5,14,0,4,10,0,65,0,28,32,5,6,0,2,4,0,8,0,1,7,0
"2011","E00062145","E00062145",126,1,15,102,8,22,1,4,16,1,103,0,11,85,7,25,0,3,22,0,71,0,8,56,7,7,0,0,7,0,1,0,0,1,0
"2011","E00062154","E00062154",154,0,15,58,81,29,0,4,16,9,119,0,11,40,68,10,0,3,3,4,103,0,7,36,60,6,0,1,1,4,6,0,0,2,4
"2011","E00062155","E00062155",120,0,10,89,21,19,0,2,16,1,96,0,7,72,17,17,0,4,12,1,69,0,2,52,15,10,0,1,8,1,5,0,1,1,3
"2011","E00062156","E00062156",177,1,22,57,97,29,0,7,14,8,139,1,15,40,83,12,0,6,4,2,114,1,8,30,75,13,0,1,6,6,9,0,0,3,6
"2011","E00062171","E00062171",143,39,68,24,12,73,34,28,8,3,64,4,37,15,8,11,0,7,3,1,46,3,27,10,6,7,1,3,2,1,6,1,3,1,1
"2011","E00062174","E00062174",115,2,38,61,14,30,1,16,12,1,79,1,22,46,10,11,0,5,6,0,56,1,10,37,8,12,0,7,3,2,6,0,0,3,3
"2011","E00062175","E00062175",124,18,43,53,10,45,12,24,9,0,76,6,19,42,9,4,2,1,1,0,59,4,15,31,9,13,0,3,10,0,3,0,0,2,1
"2011","E00062176","E00062176",133,8,82,37,6,54,6,41,6,1,71,1,36,30,4,10,1,4,5,0,49,0,23,22,4,12,0,9,3,0,8,1,5,1,1
"2011","E00062177","E00062177",117,17,19,75,6,38,15,10,13,0,76,2,8,60,6,0,0,0,0,0,38,1,2,30,5,38,1,6,30,1,3,0,1,2,0
"2011","E00062179","E00062179",136,21,52,52,11,48,15,24,7,2,85,6,27,44,8,14,4,6,4,0,52,2,15,28,7,19,0,6,12,1,3,0,1,1,1
"2011","E00062172","E00062172",122,4,45,9,64,28,1,18,1,8,90,2,26,8,54,22,2,12,1,7,64,0,12,7,45,4,0,2,0,2,4,1,1,0,2
"2011","E00062173","E00062173",134,2,39,50,43,27,1,11,6,9,105,1,28,43,33,12,0,4,7,1,80,0,19,32,29,13,1,5,4,3,2,0,0,1,1
"2011","E00062178","E00062178",138,0,26,92,20,27,0,7,19,1,105,0,16,72,17,13,0,5,7,1,84,0,9,59,16,8,0,2,6,0,6,0,3,1,2
"2011","E00062180","E00062180",130,0,29,48,53,35,0,13,16,6,91,0,16,31,44,18,0,7,5,6,69,0,8,25,36,4,0,1,1,2,4,0,0,1,3
"2011","E00062181","E00062181",120,1,20,91,8,22,1,7,14,0,91,0,13,71,7,14,0,3,11,0,66,0,7,52,7,11,0,3,8,0,7,0,0,6,1
"2011","E00062182","E00062182",132,0,37,64,31,30,0,17,11,2,99,0,19,51,29,23,0,5,12,6,70,0,12,39,19,6,0,2,0,4,3,0,1,2,0
"2011","E00062183","E00062183",114,1,4,40,69,12,0,0,7,5,98,1,4,33,60,6,0,0,2,4,85,1,3,29,52,7,0,1,2,4,4,0,0,0,4
"2011","E00062185","E00062185",110,0,2,102,6,19,0,0,19,0,90,0,2,82,6,12,0,0,12,0,63,0,1,58,4,15,0,1,12,2,1,0,0,1,0
"2011","E00062196","E00062196",112,0,13,65,34,17,0,5,7,5,92,0,8,55,29,2,0,0,2,0,81,0,6,49,26,9,0,2,4,3,3,0,0,3,0
"2011","E00062200","E00062200",122,6,58,43,15,41,4,28,7,2,78,2,29,34,13,26,0,13,12,1,48,2,13,21,12,4,0,3,1,0,3,0,1,2,0
"2011","E00062184","E00062184",137,1,50,70,16,30,0,17,10,3,103,1,30,59,13,12,0,2,7,3,79,0,21,48,10,12,1,7,4,0,4,0,3,1,0
"2011","E00062186","E00062186",129,3,60,61,5,38,3,26,9,0,85,0,33,49,3,7,0,3,4,0,52,0,20,29,3,26,0,10,16,0,6,0,1,3,2
"2011","E00062197","E00062197",139,0,22,59,58,18,0,8,6,4,116,0,14,51,51,13,0,1,7,5,88,0,9,39,40,15,0,4,5,6,5,0,0,2,3
"2011","E00062198","E00062198",100,0,21,52,27,12,0,3,8,1,85,0,18,41,26,9,0,5,4,0,64,0,7,34,23,12,0,6,3,3,3,0,0,3,0
"2011","E00062297","E00062297",159,26,107,22,4,80,23,50,6,1,74,2,55,15,2,4,0,4,0,0,35,2,24,7,2,35,0,27,8,0,5,1,2,1,1
"2011","E00062299","E00062299",127,15,68,37,7,54,12,36,5,1,65,2,29,29,5,2,0,1,1,0,47,2,19,22,4,16,0,9,6,1,8,1,3,3,1
"2011","E00062302","E00062302",141,37,56,44,4,67,32,24,11,0,67,5,30,29,3,3,0,3,0,0,39,3,16,18,2,25,2,11,11,1,7,0,2,4,1
"2011","E00062303","E00062303",129,111,11,6,1,107,100,6,0,1,19,9,5,5,0,7,4,2,1,0,9,5,1,3,0,3,0,2,1,0,3,2,0,1,0
"2011","E00062304","E00062304",121,27,47,45,2,49,24,17,8,0,61,3,24,33,1,2,0,1,1,0,34,1,13,19,1,25,2,10,13,0,11,0,6,4,1
"2011","E00062306","E00062306",121,31,66,20,4,59,29,25,5,0,59,2,38,15,4,1,1,0,0,0,38,1,24,10,3,20,0,14,5,1,3,0,3,0,0
"2011","E00062287","E00062287",141,5,91,41,4,45,2,34,9,0,90,3,54,29,4,4,0,1,3,0,53,2,31,16,4,33,1,22,10,0,6,0,3,3,0
"2011","E00062290","E00062290",145,22,100,20,3,66,20,43,3,0,74,2,53,16,3,4,0,4,0,0,49,2,32,12,3,21,0,17,4,0,5,0,4,1,0
"2011","E00062293","E00062293",108,1,48,51,8,26,1,14,11,0,79,0,34,38,7,12,0,8,4,0,55,0,21,28,6,12,0,5,6,1,3,0,0,2,1
"2011","E00062301","E00062301",126,6,48,64,8,53,4,31,16,2,68,2,16,44,6,9,1,1,7,0,46,1,13,26,6,13,0,2,11,0,5,0,1,4,0
"2011","E00062305","E00062305",116,82,19,13,2,86,71,13,2,0,27,8,6,11,2,3,1,2,0,0,19,7,3,7,2,5,0,1,4,0,3,3,0,0,0
"2011","E00062307","E00062307",139,7,98,30,4,52,6,34,11,1,79,1,61,15,2,9,0,7,2,0,49,1,37,10,1,21,0,17,3,1,8,0,3,4,1
"2011","E00062286","E00062286",104,2,35,42,25,32,1,18,9,4,68,1,17,31,19,11,1,5,3,2,53,0,11,26,16,4,0,1,2,1,4,0,0,2,2
"2011","E00062291","E00062291",119,4,48,62,5,31,3,14,14,0,85,1,33,47,4,10,0,6,4,0,66,1,21,40,4,9,0,6,3,0,3,0,1,1,1
"2011","E00062292","E00062292",114,1,7,44,62,12,1,0,7,4,93,0,7,35,51,3,0,0,0,3,83,0,7,33,43,7,0,0,2,5,9,0,0,2,7
"2011","E00062294","E00062294",113,3,8,98,4,20,3,2,15,0,86,0,5,78,3,4,0,1,3,0,49,0,2,44,3,33,0,2,31,0,7,0,1,5,1
"2011","E00062308","E00062308",106,3,7,55,41,23,1,0,18,4,77,2,6,35,34,8,0,2,4,2,60,2,1,28,29,9,0,3,3,3,6,0,1,2,3
"2011","E00062288","E00062288",139,73,62,3,1,96,65,31,0,0,38,7,28,2,1,2,1,1,0,0,19,4,12,2,1,17,2,15,0,0,5,1,3,1,0
"2011","E00062289","E00062289",153,27,53,63,10,56,24,18,13,1,89,3,35,44,7,12,1,3,8,0,52,0,19,28,5,25,2,13,8,2,8,0,0,6,2
"2011","E00062295","E00062295",109,0,86,21,2,33,0,29,4,0,69,0,51,16,2,7,0,6,1,0,44,0,32,11,1,18,0,13,4,1,7,0,6,1,0
"2011","E00062296","E00062296",121,0,88,31,2,38,0,31,7,0,67,0,43,23,1,7,0,6,1,0,46,0,28,18,0,14,0,9,4,1,16,0,14,1,1
"2011","E00062298","E00062298",137,21,81,27,8,65,17,31,14,3,65,4,47,11,3,1,0,0,1,0,38,4,28,5,1,26,0,19,5,2,7,0,3,2,2
"2011","E00062300","E00062300",145,54,74,17,0,92,50,38,4,0,49,4,32,13,0,4,1,3,0,0,31,2,21,8,0,14,1,8,5,0,4,0,4,0,0
"2011","E00062157","E00062157",165,5,81,56,23,52,1,36,14,1,105,4,43,38,20,9,1,2,4,2,72,2,30,24,16,24,1,11,10,2,8,0,2,4,2
"2011","E00062158","E00062158",122,12,25,63,22,34,10,7,15,2,86,2,17,47,20,7,0,2,4,1,66,2,11,36,17,13,0,4,7,2,2,0,1,1,0
"2011","E00062167","E00062167",116,5,34,52,25,37,2,21,11,3,76,3,13,40,20,11,1,5,5,0,54,2,8,28,16,11,0,0,7,4,3,0,0,1,2
"2011","E00062169","E00062169",136,4,70,59,3,44,2,32,10,0,84,2,36,43,3,10,1,7,2,0,55,0,21,32,2,19,1,8,9,1,8,0,2,6,0
"2011","E00062170","E00062170",118,3,25,68,22,34,3,11,18,2,80,0,14,48,18,15,0,4,10,1,60,0,10,34,16,5,0,0,4,1,4,0,0,2,2
"2011","E00062159","E00062159",122,50,31,26,15,65,43,16,5,1,56,7,15,20,14,11,4,2,2,3,35,0,10,14,11,10,3,3,4,0,1,0,0,1,0
"2011","E00062160","E00062160",125,0,15,104,6,26,0,5,21,0,94,0,9,79,6,11,0,3,8,0,67,0,3,58,6,16,0,3,13,0,5,0,1,4,0
"2011","E00062166","E00062166",118,6,43,64,5,34,3,14,17,0,81,3,28,45,5,13,1,7,5,0,49,2,13,30,4,19,0,8,10,1,3,0,1,2,0
"2011","E00062168","E00062168",137,0,53,73,11,29,0,17,9,3,100,0,34,58,8,10,0,4,6,0,66,0,19,39,8,24,0,11,13,0,8,0,2,6,0
"2011","E00062187","E00062187",126,0,64,59,3,29,0,18,10,1,92,0,45,45,2,16,0,14,2,0,55,0,20,33,2,21,0,11,10,0,5,0,1,4,0
"2011","E00062188","E00062188",87,1,31,49,6,25,0,13,10,2,59,1,17,37,4,7,1,1,5,0,37,0,12,24,1,15,0,4,8,3,3,0,1,2,0
"2011","E00062189","E00062189",133,13,57,60,3,60,9,32,19,0,66,4,22,38,2,5,0,4,1,0,36,3,9,22,2,25,1,9,15,0,7,0,3,3,1
"2011","E00062190","E00062190",130,0,33,94,3,34,0,13,21,0,86,0,16,67,3,7,0,3,4,0,60,0,9,48,3,19,0,4,15,0,10,0,4,6,0
"2011","E00062199","E00062199",116,1,67,43,5,48,0,32,15,1,61,1,30,27,3,12,1,10,1,0,36,0,15,18,3,13,0,5,8,0,7,0,5,1,1
"2011","E00062191","E00062191",95,1,56,35,3,35,0,29,5,1,58,1,25,30,2,12,0,10,2,0,36,0,10,24,2,10,1,5,4,0,2,0,2,0,0
"2011","E00062192","E00062192",115,0,2,91,22,19,0,1,17,1,88,0,1,66,21,13,0,0,11,2,65,0,1,46,18,10,0,0,9,1,8,0,0,8,0
"2011","E00062193","E00062193",130,17,54,54,5,44,16,19,9,0,80,1,33,41,5,7,1,5,1,0,44,0,20,19,5,29,0,8,21,0,6,0,2,4,0
"2011","E00062194","E00062194",118,0,27,83,8,24,0,11,11,2,90,0,16,68,6,6,0,0,6,0,67,0,12,51,4,17,0,4,11,2,4,0,0,4,0
"2011","E00062195","E00062195",134,0,11,113,10,28,0,3,25,0,103,0,8,86,9,16,0,4,12,0,72,0,3,61,8,15,0,1,13,1,3,0,0,2,1
"2011","E00062072","E00062072",158,1,68,74,15,49,1,30,17,1,103,0,38,53,12,13,0,12,1,0,75,0,21,45,9,15,0,5,7,3,6,0,0,4,2
"2011","E00062073","E00062073",129,2,30,73,24,30,1,16,13,0,92,1,14,57,20,7,0,2,5,0,72,1,10,44,17,13,0,2,8,3,7,0,0,3,4
"2011","E00062076","E00062076",196,2,54,88,52,34,1,18,10,5,153,1,32,76,44,12,0,8,4,0,121,1,17,65,38,20,0,7,7,6,9,0,4,2,3
"2011","E00062081","E00062081",161,3,55,81,22,30,1,20,5,4,126,2,34,73,17,13,1,7,5,0,104,1,22,65,16,9,0,5,3,1,5,0,1,3,1
"2011","E00062082","E00062082",116,2,33,64,17,25,2,12,9,2,86,0,20,52,14,9,0,2,6,1,68,0,16,41,11,9,0,2,5,2,5,0,1,3,1
"2011","E00062071","E00062071",119,12,42,62,3,43,12,17,14,0,74,0,25,46,3,5,0,4,1,0,46,0,14,29,3,23,0,7,16,0,2,0,0,2,0
"2011","E00062074","E00062074",124,4,22,86,12,37,3,11,22,1,81,1,11,61,8,12,1,3,8,0,59,0,6,46,7,10,0,2,7,1,6,0,0,3,3
"2011","E00062077","E00062077",129,2,66,57,4,40,2,25,12,1,84,0,40,42,2,16,0,12,4,0,53,0,22,29,2,15,0,6,9,0,5,0,1,3,1
"2011","E00062080","E00062080",122,2,55,61,4,37,2,20,14,1,80,0,33,44,3,8,0,4,3,1,59,0,24,34,1,13,0,5,7,1,5,0,2,3,0
"2011","E00062084","E00062084",121,9,57,51,4,48,4,34,10,0,67,5,21,37,4,9,0,5,4,0,42,4,8,26,4,16,1,8,7,0,6,0,2,4,0
"2011","E00062085","E00062085",127,1,68,45,13,35,1,19,13,2,89,0,48,30,11,14,0,8,6,0,63,0,33,19,11,12,0,7,5,0,3,0,1,2,0
"2011","E00062086","E00062086",122,2,41,68,11,29,1,16,11,1,88,1,24,54,9,10,0,2,8,0,67,0,17,43,7,11,1,5,3,2,5,0,1,3,1
"2011","E00062075","E00062075",126,3,42,75,6,32,3,18,11,0,92,0,23,63,6,12,0,3,9,0,67,0,17,47,3,13,0,3,7,3,2,0,1,1,0
"2011","E00062078","E00062078",123,33,7,80,3,45,23,3,18,1,72,10,4,56,2,15,8,3,4,0,31,2,0,27,2,26,0,1,25,0,6,0,0,6,0
"2011","E00062079","E00062079",112,4,8,98,2,29,3,1,25,0,75,1,7,65,2,6,0,1,4,1,44,0,5,38,1,25,1,1,23,0,8,0,0,8,0
"2011","E00062083","E00062083",117,7,2,97,11,19,3,0,15,1,86,3,2,73,8,8,0,2,6,0,47,3,0,39,5,31,0,0,28,3,12,1,0,9,2
"2011","E00062087","E00062087",155,2,43,76,34,43,2,23,12,6,105,0,18,61,26,9,0,3,6,0,89,0,15,48,26,7,0,0,7,0,7,0,2,3,2
"2011","E00062088","E00062088",121,29,44,44,4,41,24,11,5,1,77,5,32,37,3,6,1,2,3,0,44,3,12,27,2,27,1,18,7,1,3,0,1,2,0
"2011","E00062095","E00062095",125,28,16,73,8,41,21,3,17,0,74,7,11,50,6,7,1,2,4,0,43,4,6,28,5,24,2,3,18,1,10,0,2,6,2
"2011","E00062096","E00062096",130,18,39,68,5,40,13,14,13,0,85,5,24,51,5,4,1,1,2,0,45,2,8,30,5,36,2,15,19,0,5,0,1,4,0
"2011","E00062098","E00062098",126,109,4,12,1,114,102,3,8,1,10,6,1,3,0,4,3,1,0,0,4,2,0,2,0,2,1,0,1,0,2,1,0,1,0
"2011","E00062100","E00062100",123,20,11,91,1,38,15,7,16,0,78,5,4,69,0,5,0,1,4,0,54,5,2,47,0,19,0,1,18,0,7,0,0,6,1
"2011","E00062090","E00062090",120,8,15,95,2,37,4,10,23,0,74,4,5,65,0,9,3,0,6,0,49,0,4,45,0,16,1,1,14,0,9,0,0,7,2
"2011","E00062091","E00062091",122,8,53,61,0,42,5,18,19,0,76,3,33,40,0,8,1,0,7,0,45,2,20,23,0,23,0,13,10,0,4,0,2,2,0
"2011","E00062093","E00062093",115,9,47,55,4,39,8,12,17,2,72,1,33,36,2,4,0,3,1,0,43,0,18,24,1,25,1,12,11,1,4,0,2,2,0
"2011","E00062094","E00062094",192,41,106,36,9,106,37,57,12,0,81,4,45,23,9,17,4,5,2,6,47,0,26,18,3,17,0,14,3,0,5,0,4,1,0
"2011","E00062101","E00062101",115,18,15,75,7,32,14,3,14,1,76,4,10,57,5,14,1,3,10,0,42,3,4,31,4,20,0,3,16,1,7,0,2,4,1
"2011","E00062089","E00062089",115,3,56,54,2,24,1,15,8,0,89,2,40,45,2,12,1,5,6,0,55,1,21,32,1,22,0,14,7,1,2,0,1,1,0
"2011","E00062092","E00062092",109,34,32,39,4,46,24,14,7,1,59,9,17,30,3,7,2,2,3,0,31,5,9,16,1,21,2,6,11,2,4,1,1,2,0
"2011","E00062097","E00062097",128,3,22,85,18,28,3,6,19,0,91,0,15,58,18,9,0,1,6,2,53,0,9,36,8,29,0,5,16,8,9,0,1,8,0
"2011","E00062099","E00062099",120,39,33,47,1,51,31,13,7,0,62,6,18,37,1,11,3,1,7,0,41,3,10,27,1,10,0,7,3,0,7,2,2,3,0
"2011","E00062102","E00062102",119,12,29,75,3,42,9,14,18,1,72,3,15,52,2,11,1,0,10,0,35,1,7,25,2,26,1,8,17,0,5,0,0,5,0
"2011","E00062358","E00062358",214,28,125,53,8,97,24,59,13,1,106,4,62,34,6,11,0,2,9,0,65,4,44,17,0,30,0,16,8,6,11,0,4,6,1
"2011","E00062363","E00062363",121,6,93,20,2,59,5,51,3,0,55,1,36,16,2,1,0,1,0,0,40,1,26,11,2,14,0,9,5,0,7,0,6,1,0
"2011","E00062364","E00062364",140,4,109,25,2,66,4,58,4,0,65,0,46,17,2,3,0,3,0,0,38,0,26,11,1,24,0,17,6,1,9,0,5,4,0
"2011","E00062366","E00062366",105,1,82,21,1,36,1,32,3,0,66,0,48,17,1,8,0,7,1,0,39,0,30,8,1,19,0,11,8,0,3,0,2,1,0
"2011","E00062368","E00062368",123,10,63,44,6,42,6,29,7,0,71,4,31,31,5,6,0,4,2,0,48,2,18,24,4,17,2,9,5,1,10,0,3,6,1
