"date","geography","geography code","Household Composition: All categories: Household composition; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 1 bedroom; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 2 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 3 bedrooms; measures: Value","Household Composition: All categories: Household composition; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One person household; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 1 bedroom; measures: Value","Household Composition: One person household; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One person household; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Total; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Total; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: All aged 65 and over; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Married, same-sex civil partnership or cohabiting couple; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 1 bedroom; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 2 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 3 bedrooms; measures: Value","Household Composition: One family only: Lone parent; Bedrooms: 4 or more bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: All categories: Number of bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 1 bedroom; measures: Value","Household Composition: Other household types; Bedrooms: 2 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 3 bedrooms; measures: Value","Household Composition: Other household types; Bedrooms: 4 or more bedrooms; measures: Value"
"2011","E00061546","E00061546",125,18,57,46,4,53,13,32,7,1,69,5,25,36,3,6,0,4,2,0,43,5,10,25,3,20,0,11,9,0,3,0,0,3,0
"2011","E00061527","E00061527",121,0,18,75,28,30,0,8,19,3,86,0,10,55,21,14,0,3,9,2,66,0,7,41,18,6,0,0,5,1,5,0,0,1,4
"2011","E00061541","E00061541",140,0,21,60,59,28,0,9,13,6,109,0,12,44,53,4,0,0,1,3,92,0,9,36,47,13,0,3,7,3,3,0,0,3,0
"2011","E00061542","E00061542",169,0,16,76,77,24,0,4,14,6,136,0,11,56,69,3,0,1,0,2,112,0,3,44,65,21,0,7,12,2,9,0,1,6,2
"2011","E00061543","E00061543",130,3,5,104,18,22,2,0,17,3,105,1,5,84,15,5,0,0,5,0,83,1,4,64,14,17,0,1,15,1,3,0,0,3,0
"2011","E00061544","E00061544",127,1,15,86,25,25,0,8,14,3,97,1,7,69,20,12,0,1,8,3,75,1,5,53,16,10,0,1,8,1,5,0,0,3,2
"2011","E00061876","E00061876",182,23,37,37,85,46,19,15,5,7,129,4,21,27,77,29,3,10,5,11,89,1,6,21,61,11,0,5,1,5,7,0,1,5,1
"2011","E00061878","E00061878",147,10,47,81,9,46,8,14,24,0,93,2,31,52,8,11,1,3,6,1,58,0,21,33,4,24,1,7,13,3,8,0,2,5,1
"2011","E00061879","E00061879",113,6,9,71,27,27,5,6,12,4,78,1,2,52,23,11,0,0,7,4,56,1,2,36,17,11,0,0,9,2,8,0,1,7,0
"2011","E00061880","E00061880",144,0,70,58,16,59,0,35,23,1,77,0,31,33,13,4,0,0,4,0,59,0,26,23,10,14,0,5,6,3,8,0,4,2,2
"2011","E00061666","E00061666",140,0,5,77,58,23,0,1,16,6,114,0,4,61,49,11,0,0,6,5,95,0,4,53,38,8,0,0,2,6,3,0,0,0,3
"2011","E00061669","E00061669",126,1,5,52,68,16,0,1,6,9,108,1,4,46,57,4,0,1,2,1,93,1,3,36,53,11,0,0,8,3,2,0,0,0,2
"2011","E00061678","E00061678",126,0,12,44,70,15,0,6,5,4,107,0,6,39,62,4,0,0,1,3,92,0,4,31,57,11,0,2,7,2,4,0,0,0,4
"2011","E00061706","E00061706",137,0,42,74,21,52,0,25,23,4,81,0,17,49,15,6,0,6,0,0,61,0,9,39,13,14,0,2,10,2,4,0,0,2,2
"2011","E00061670","E00061670",139,0,10,35,94,17,0,0,6,11,118,0,10,29,79,11,0,1,6,4,92,0,7,19,66,15,0,2,4,9,4,0,0,0,4
"2011","E00061675","E00061675",142,1,59,67,15,38,1,22,14,1,100,0,36,51,13,11,0,4,6,1,75,0,24,40,11,14,0,8,5,1,4,0,1,2,1
"2011","E00061681","E00061681",127,0,27,89,11,33,0,16,17,0,90,0,11,68,11,5,0,3,2,0,69,0,6,53,10,16,0,2,13,1,4,0,0,4,0
"2011","E00061683","E00061683",118,2,9,35,72,17,1,3,7,6,91,1,5,27,58,2,0,0,0,2,75,1,4,19,51,14,0,1,8,5,10,0,1,1,8
"2011","E00061687","E00061687",73,0,0,27,46,4,0,0,1,3,68,0,0,26,42,7,0,0,4,3,53,0,0,18,35,8,0,0,4,4,1,0,0,0,1
"2011","E00061665","E00061665",168,1,29,64,74,35,0,12,13,10,130,1,17,50,62,40,0,7,20,13,84,1,8,28,47,6,0,2,2,2,3,0,0,1,2
"2011","E00061693","E00061693",140,0,1,21,118,10,0,0,2,8,125,0,1,18,106,10,0,0,3,7,102,0,1,12,89,13,0,0,3,10,5,0,0,1,4
"2011","E00061699","E00061699",128,2,7,50,69,24,2,1,13,8,100,0,5,35,60,7,0,1,5,1,88,0,4,27,57,5,0,0,3,2,4,0,1,2,1
"2011","E00061710","E00061710",128,0,27,55,46,33,0,13,16,4,91,0,13,39,39,10,0,2,3,5,75,0,10,33,32,6,0,1,3,2,4,0,1,0,3
"2011","E00061677","E00061677",197,4,41,85,67,46,4,20,16,6,144,0,20,67,57,13,0,5,7,1,110,0,9,51,50,21,0,6,9,6,7,0,1,2,4
"2011","E00061700","E00061700",115,0,27,51,37,17,0,9,8,0,93,0,16,42,35,17,0,6,8,3,74,0,10,33,31,2,0,0,1,1,5,0,2,1,2
"2011","E00061701","E00061701",99,20,29,46,4,28,12,7,9,0,68,8,20,36,4,3,0,1,2,0,58,8,16,30,4,7,0,3,4,0,3,0,2,1,0
"2011","E00061704","E00061704",127,2,24,42,59,26,1,10,9,6,90,1,13,28,48,11,0,2,6,3,67,1,9,16,41,12,0,2,6,4,11,0,1,5,5
"2011","E00061668","E00061668",116,0,12,49,55,15,0,2,10,3,96,0,10,37,49,15,0,4,8,3,77,0,6,27,44,4,0,0,2,2,5,0,0,2,3
"2011","E00061679","E00061679",131,1,7,47,76,19,1,3,9,6,108,0,4,35,69,7,0,1,5,1,88,0,3,26,59,13,0,0,4,9,4,0,0,3,1
"2011","E00061703","E00061703",126,0,8,36,82,14,0,0,8,6,104,0,8,27,69,10,0,4,2,4,88,0,4,24,60,6,0,0,1,5,8,0,0,1,7
"2011","E00061705","E00061705",123,0,4,47,72,15,0,0,8,7,101,0,3,37,61,9,0,1,7,1,81,0,2,24,55,11,0,0,6,5,7,0,1,2,4
"2011","E00061671","E00061671",128,2,7,84,35,18,0,2,14,2,103,2,5,66,30,3,0,0,3,0,84,2,5,52,25,16,0,0,11,5,7,0,0,4,3
"2011","E00061682","E00061682",47,0,9,31,7,3,0,0,3,0,39,0,8,25,6,1,0,0,0,1,25,0,3,19,3,13,0,5,6,2,5,0,1,3,1
"2011","E00061684","E00061684",148,4,32,44,68,20,3,9,4,4,121,1,19,38,63,1,0,0,0,1,105,1,15,32,57,15,0,4,6,5,7,0,4,2,1
"2011","E00061685","E00061685",121,9,57,31,24,34,5,23,3,3,84,4,32,27,21,4,1,3,0,0,62,3,20,19,20,18,0,9,8,1,3,0,2,1,0
"2011","E00061688","E00061688",146,0,40,67,39,43,0,19,20,4,98,0,20,45,33,3,0,1,1,1,75,0,13,34,28,20,0,6,10,4,5,0,1,2,2
"2011","E00061673","E00061673",131,2,2,21,106,8,0,0,2,6,115,2,1,19,93,4,1,0,0,3,95,1,1,15,78,16,0,0,4,12,8,0,1,0,7
"2011","E00061691","E00061691",168,1,17,92,58,24,1,6,15,2,139,0,11,74,54,6,0,0,4,2,112,0,11,56,45,21,0,0,14,7,5,0,0,3,2
"2011","E00061694","E00061694",149,1,40,73,35,39,1,20,17,1,106,0,19,55,32,6,0,0,3,3,85,0,16,44,25,15,0,3,8,4,4,0,1,1,2
"2011","E00174141","E00174141",120,0,14,31,75,23,0,7,6,10,93,0,7,23,63,2,0,0,1,1,85,0,4,21,60,6,0,3,1,2,4,0,0,2,2
"2011","E00174189","E00174189",117,0,2,8,107,7,0,0,0,7,105,0,2,8,95,1,0,0,0,1,92,0,2,7,83,12,0,0,1,11,5,0,0,0,5
"2011","E00061689","E00061689",137,0,1,47,89,22,0,1,10,11,107,0,0,32,75,4,0,0,2,2,93,0,0,25,68,10,0,0,5,5,8,0,0,5,3
"2011","E00061690","E00061690",136,0,21,47,68,28,0,13,11,4,102,0,7,35,60,1,0,0,1,0,88,0,7,26,55,13,0,0,8,5,6,0,1,1,4
"2011","E00061692","E00061692",139,0,10,94,35,24,0,2,18,4,108,0,8,71,29,5,0,0,4,1,83,0,5,53,25,20,0,3,14,3,7,0,0,5,2
"2011","E00061696","E00061696",133,0,31,63,39,25,0,10,14,1,102,0,21,45,36,6,0,0,3,3,81,0,13,39,29,15,0,8,3,4,6,0,0,4,2
"2011","E00061674","E00061674",121,0,1,34,86,14,0,0,7,7,101,0,1,24,76,2,0,0,1,1,90,0,0,19,71,9,0,1,4,4,6,0,0,3,3
"2011","E00061676","E00061676",116,0,1,49,66,19,0,0,15,4,91,0,1,31,59,4,0,0,0,4,82,0,0,30,52,5,0,1,1,3,6,0,0,3,3
"2011","E00061695","E00061695",105,0,9,45,51,17,0,3,10,4,80,0,6,31,43,6,0,3,2,1,65,0,2,25,38,9,0,1,4,4,8,0,0,4,4
"2011","E00061697","E00061697",124,0,6,45,73,16,0,3,8,5,105,0,3,36,66,3,0,0,0,3,89,0,1,29,59,13,0,2,7,4,3,0,0,1,2
"2011","E00061698","E00061698",114,1,2,29,82,8,0,0,5,3,102,1,2,23,76,7,0,1,3,3,88,1,1,18,68,7,0,0,2,5,4,0,0,1,3
"2011","E00174137","E00174137",105,0,0,61,44,12,0,0,9,3,87,0,0,47,40,3,0,0,1,2,71,0,0,35,36,13,0,0,11,2,6,0,0,5,1
"2011","E00174139","E00174139",95,0,6,17,72,11,0,2,3,6,77,0,4,14,59,0,0,0,0,0,71,0,4,11,56,6,0,0,3,3,7,0,0,0,7
"2011","E00174168","E00174168",105,0,9,43,53,17,0,6,8,3,85,0,3,34,48,1,0,0,1,0,74,0,3,28,43,10,0,0,5,5,3,0,0,1,2
"2011","E00174170","E00174170",105,0,45,38,22,27,0,22,4,1,76,0,23,32,21,0,0,0,0,0,56,0,17,20,19,20,0,6,12,2,2,0,0,2,0
"2011","E00174173","E00174173",102,1,63,24,14,39,1,30,6,2,57,0,30,16,11,1,0,1,0,0,49,0,27,11,11,7,0,2,5,0,6,0,3,2,1
"2011","E00174178","E00174178",107,0,3,18,86,11,0,0,1,10,92,0,3,17,72,0,0,0,0,0,83,0,2,16,65,9,0,1,1,7,4,0,0,0,4
"2011","E00174140","E00174140",127,0,2,49,76,18,0,1,10,7,107,0,1,39,67,2,0,0,2,0,96,0,1,33,62,9,0,0,4,5,2,0,0,0,2
"2011","E00174169","E00174169",113,0,4,5,104,12,0,0,1,11,91,0,4,4,83,0,0,0,0,0,85,0,3,3,79,6,0,1,1,4,10,0,0,0,10
"2011","E00174175","E00174175",111,1,1,28,81,9,1,0,2,6,94,0,1,24,69,1,0,0,1,0,84,0,1,22,61,9,0,0,1,8,8,0,0,2,6
"2011","E00174176","E00174176",112,0,0,6,106,4,0,0,2,2,103,0,0,4,99,1,0,0,0,1,96,0,0,4,92,6,0,0,0,6,5,0,0,0,5
"2011","E00174180","E00174180",112,0,2,24,86,10,0,0,5,5,93,0,1,17,75,1,0,0,1,0,83,0,1,12,70,9,0,0,4,5,9,0,1,2,6
"2011","E00061686","E00061686",125,0,2,21,102,11,0,1,1,9,104,0,1,16,87,5,0,1,1,3,86,0,0,13,73,13,0,0,2,11,10,0,0,4,6
"2011","E00174167","E00174167",107,0,1,4,102,5,0,0,2,3,94,0,1,2,91,1,0,0,0,1,88,0,1,2,85,5,0,0,0,5,8,0,0,0,8
"2011","E00174171","E00174171",114,0,2,15,97,7,0,0,3,4,102,0,2,11,89,1,0,0,0,1,95,0,2,10,83,6,0,0,1,5,5,0,0,1,4
"2011","E00174183","E00174183",118,0,0,35,83,18,0,0,5,13,95,0,0,29,66,7,0,0,3,4,81,0,0,20,61,7,0,0,6,1,5,0,0,1,4
"2011","E00174184","E00174184",118,1,3,12,102,6,0,0,1,5,105,1,3,11,90,4,0,2,0,2,93,1,1,11,80,8,0,0,0,8,7,0,0,0,7
"2011","E00174172","E00174172",124,0,1,50,73,6,0,0,2,4,106,0,1,41,64,0,0,0,0,0,91,0,1,31,59,15,0,0,10,5,12,0,0,7,5
"2011","E00174177","E00174177",126,0,2,47,77,17,0,0,11,6,101,0,2,33,66,4,0,0,4,0,84,0,1,26,57,13,0,1,3,9,8,0,0,3,5
"2011","E00174179","E00174179",124,1,30,46,47,31,0,19,6,6,88,1,11,38,38,21,0,4,12,5,61,1,5,25,30,6,0,2,1,3,5,0,0,2,3
"2011","E00174181","E00174181",124,1,6,37,80,11,0,1,7,3,107,1,4,28,74,3,0,1,0,2,93,1,2,26,64,11,0,1,2,8,6,0,1,2,3
"2011","E00174182","E00174182",118,0,2,31,85,5,0,0,3,2,111,0,2,27,82,3,0,0,1,2,99,0,1,26,72,9,0,1,0,8,2,0,0,1,1
"2011","E00061707","E00061707",128,2,8,20,98,19,2,1,4,12,109,0,7,16,86,28,0,3,6,19,77,0,4,9,64,4,0,0,1,3,0,0,0,0,0
"2011","E00061708","E00061708",141,0,17,40,84,23,0,4,11,8,112,0,12,29,71,34,0,5,9,20,75,0,7,19,49,3,0,0,1,2,6,0,1,0,5
"2011","E00174138","E00174138",89,1,38,18,32,22,0,14,4,4,63,1,22,13,27,8,0,3,2,3,49,1,16,9,23,6,0,3,2,1,4,0,2,1,1
"2011","E00174174","E00174174",103,0,7,37,59,18,0,2,9,7,82,0,5,28,49,10,0,2,3,5,71,0,3,25,43,1,0,0,0,1,3,0,0,0,3
"2011","E00062018","E00062018",145,1,15,35,94,24,1,4,7,12,115,0,11,26,78,28,0,3,6,19,83,0,8,17,58,4,0,0,3,1,6,0,0,2,4
"2011","E00062020","E00062020",134,1,9,33,91,16,1,3,9,3,112,0,6,24,82,6,0,0,3,3,96,0,6,18,72,10,0,0,3,7,6,0,0,0,6
"2011","E00062028","E00062028",137,0,4,41,92,23,0,2,11,10,114,0,2,30,82,7,0,1,1,5,98,0,1,26,71,9,0,0,3,6,0,0,0,0,0
"2011","E00062041","E00062041",128,0,6,52,70,18,0,3,10,5,106,0,3,41,62,43,0,2,27,14,61,0,1,14,46,2,0,0,0,2,4,0,0,1,3
"2011","E00062025","E00062025",116,1,4,38,73,18,0,2,9,7,95,1,2,27,65,15,0,1,8,6,71,1,1,13,56,9,0,0,6,3,3,0,0,2,1
"2011","E00062026","E00062026",163,13,91,42,17,88,8,55,21,4,62,4,28,19,11,4,0,2,1,1,42,1,20,14,7,16,3,6,4,3,13,1,8,2,2
"2011","E00062039","E00062039",184,42,86,32,24,91,33,44,6,8,73,8,32,21,12,5,0,1,3,1,49,6,19,14,10,19,2,12,4,1,20,1,10,5,4
"2011","E00062040","E00062040",146,20,77,21,28,60,10,38,7,5,79,8,37,12,22,10,1,4,2,3,56,7,23,9,17,13,0,10,1,2,7,2,2,2,1
"2011","E00062042","E00062042",127,1,3,43,80,30,0,2,17,11,95,1,1,26,67,20,1,0,5,14,66,0,1,16,49,9,0,0,5,4,2,0,0,0,2
"2011","E00062021","E00062021",151,41,59,40,11,87,34,39,11,3,54,6,18,23,7,10,2,4,1,3,34,3,8,19,4,10,1,6,3,0,10,1,2,6,1
"2011","E00062024","E00062024",118,19,40,26,33,46,15,19,7,5,71,4,20,19,28,20,3,5,7,5,40,0,8,10,22,11,1,7,2,1,1,0,1,0,0
"2011","E00062027","E00062027",120,11,28,38,43,37,7,14,13,3,78,3,13,23,39,16,2,4,6,4,49,1,5,11,32,13,0,4,6,3,5,1,1,2,1
"2011","E00062030","E00062030",105,1,17,75,12,30,1,8,17,4,71,0,9,55,7,6,0,0,6,0,47,0,6,34,7,18,0,3,15,0,4,0,0,3,1
"2011","E00062031","E00062031",128,33,41,48,6,50,23,17,8,2,73,9,24,37,3,20,5,10,5,0,37,3,9,23,2,16,1,5,9,1,5,1,0,3,1
"2011","E00062032","E00062032",125,1,19,89,16,34,1,5,28,0,82,0,13,59,10,8,0,4,4,0,50,0,6,35,9,24,0,3,20,1,9,0,1,2,6
"2011","E00062017","E00062017",146,3,8,61,74,22,1,4,12,5,119,2,4,45,68,18,0,3,10,5,89,1,1,29,58,12,1,0,6,5,5,0,0,4,1
"2011","E00062019","E00062019",138,1,3,32,102,19,1,2,10,6,116,0,1,22,93,9,0,0,7,2,101,0,1,15,85,6,0,0,0,6,3,0,0,0,3
"2011","E00062022","E00062022",136,1,49,54,32,34,1,24,5,4,98,0,22,49,27,17,0,4,6,7,72,0,13,40,19,9,0,5,3,1,4,0,3,0,1
"2011","E00062023","E00062023",144,11,34,71,28,44,7,13,21,3,92,3,18,48,23,8,1,2,4,1,66,2,11,33,20,18,0,5,11,2,8,1,3,2,2
"2011","E00062015","E00062015",129,3,20,72,34,33,3,12,17,1,92,0,8,51,33,6,0,0,4,2,77,0,7,39,31,9,0,1,8,0,4,0,0,4,0
"2011","E00062029","E00062029",124,0,10,34,80,21,0,3,6,12,101,0,7,27,67,16,0,1,1,14,75,0,5,21,49,10,0,1,5,4,2,0,0,1,1
"2011","E00062033","E00062033",134,0,2,24,108,14,0,1,4,9,114,0,1,18,95,20,0,0,5,15,80,0,1,9,70,14,0,0,4,10,6,0,0,2,4
"2011","E00062035","E00062035",100,13,27,35,25,34,10,13,8,3,63,3,13,26,21,6,1,0,4,1,46,2,8,20,16,11,0,5,2,4,3,0,1,1,1
"2011","E00062016","E00062016",122,0,12,62,48,31,0,8,16,7,89,0,4,44,41,6,0,2,2,2,74,0,1,38,35,9,0,1,4,4,2,0,0,2,0
"2011","E00062034","E00062034",129,15,56,49,9,58,13,33,10,2,64,2,19,36,7,4,0,1,3,0,52,2,18,26,6,8,0,0,7,1,7,0,4,3,0
"2011","E00062036","E00062036",116,2,14,71,29,27,0,5,20,2,83,2,9,48,24,17,0,3,10,4,57,1,6,31,19,9,1,0,7,1,6,0,0,3,3
"2011","E00062037","E00062037",114,0,7,53,54,15,0,3,10,2,94,0,4,41,49,8,0,0,5,3,80,0,4,32,44,6,0,0,4,2,5,0,0,2,3
"2011","E00062038","E00062038",125,1,37,67,20,31,1,19,11,0,91,0,18,55,18,4,0,3,0,1,78,0,13,49,16,9,0,2,6,1,3,0,0,1,2
"2011","E00041814","E00041814",117,4,72,32,9,46,4,32,10,0,67,0,39,21,7,10,0,8,2,0,45,0,27,12,6,12,0,4,7,1,4,0,1,1,2
"2011","E00041830","E00041830",123,15,60,44,4,39,13,18,7,1,79,2,40,34,3,9,0,7,1,1,38,0,13,23,2,32,2,20,10,0,5,0,2,3,0
"2011","E00041834","E00041834",129,15,29,53,32,34,13,11,6,4,89,2,16,45,26,12,0,4,7,1,67,2,10,33,22,10,0,2,5,3,6,0,2,2,2
"2011","E00041835","E00041835",124,18,58,33,15,47,14,23,8,2,70,4,33,23,10,11,2,8,1,0,41,2,18,16,5,18,0,7,6,5,7,0,2,2,3
"2011","E00041841","E00041841",140,1,51,63,25,33,1,20,11,1,104,0,30,52,22,8,0,6,2,0,81,0,19,40,22,15,0,5,10,0,3,0,1,0,2
"2011","E00041816","E00041816",125,27,57,37,4,64,25,30,8,1,54,2,24,25,3,3,0,1,2,0,30,2,12,13,3,21,0,11,10,0,7,0,3,4,0
"2011","E00041826","E00041826",128,1,54,64,9,38,0,17,21,0,87,1,34,43,9,19,0,12,5,2,59,1,19,32,7,9,0,3,6,0,3,0,3,0,0
"2011","E00041833","E00041833",115,11,17,78,9,27,8,7,12,0,82,3,8,63,8,9,1,1,4,3,49,1,5,40,3,24,1,2,19,2,6,0,2,3,1
"2011","E00041836","E00041836",143,39,43,51,10,81,35,32,14,0,59,4,10,35,10,22,0,7,14,1,32,3,3,18,8,5,1,0,3,1,3,0,1,2,0
"2011","E00041838","E00041838",125,3,14,74,34,28,3,3,20,2,92,0,11,52,29,25,0,7,11,7,63,0,3,40,20,4,0,1,1,2,5,0,0,2,3
"2011","E00041842","E00041842",125,32,52,39,2,55,28,23,4,0,67,4,29,32,2,5,1,2,2,0,33,1,13,17,2,29,2,14,13,0,3,0,0,3,0
"2011","E00041822","E00041822",234,25,47,113,49,53,14,16,20,3,170,9,30,87,44,14,6,2,6,0,146,2,25,75,44,10,1,3,6,0,11,2,1,6,2
"2011","E00041837","E00041837",121,0,65,46,10,28,0,15,11,2,88,0,49,34,5,8,0,5,3,0,68,0,35,28,5,12,0,9,3,0,5,0,1,1,3
"2011","E00041839","E00041839",119,1,8,89,21,19,1,3,13,2,94,0,5,73,16,13,0,1,12,0,72,0,4,53,15,9,0,0,8,1,6,0,0,3,3
"2011","E00041840","E00041840",128,4,55,44,25,31,3,22,3,3,90,1,31,38,20,17,1,6,8,2,64,0,19,28,17,9,0,6,2,1,7,0,2,3,2
"2011","E00041843","E00041843",122,1,30,46,45,17,1,7,6,3,102,0,23,39,40,3,0,2,1,0,92,0,18,36,38,7,0,3,2,2,3,0,0,1,2
"2011","E00041813","E00041813",117,9,68,19,21,48,6,33,5,4,64,3,32,13,16,16,0,6,4,6,39,3,20,8,8,9,0,6,1,2,5,0,3,1,1
"2011","E00041818","E00041818",107,1,46,49,11,23,0,14,9,0,78,1,30,36,11,12,0,5,6,1,61,1,23,28,9,5,0,2,2,1,6,0,2,4,0
"2011","E00041819","E00041819",127,5,51,53,18,24,5,14,4,1,98,0,34,47,17,40,0,18,20,2,47,0,13,21,13,11,0,3,6,2,5,0,3,2,0
"2011","E00041827","E00041827",111,0,31,63,17,32,0,20,11,1,75,0,9,50,16,25,0,5,18,2,46,0,4,30,12,4,0,0,2,2,4,0,2,2,0
"2011","E00041828","E00041828",139,2,53,74,10,41,2,23,15,1,96,0,30,57,9,31,0,14,15,2,57,0,13,37,7,8,0,3,5,0,2,0,0,2,0
"2011","E00041829","E00041829",120,2,33,66,19,23,1,9,12,1,92,1,23,52,16,20,0,7,10,3,60,0,13,35,12,12,1,3,7,1,5,0,1,2,2
"2011","E00041820","E00041820",108,2,53,48,5,26,1,16,8,1,76,1,36,35,4,6,0,3,3,0,47,1,21,22,3,23,0,12,10,1,6,0,1,5,0
"2011","E00041821","E00041821",111,4,19,65,23,29,3,5,16,5,79,1,13,48,17,10,0,0,9,1,62,1,11,34,16,7,0,2,5,0,3,0,1,1,1
"2011","E00041823","E00041823",129,12,48,62,7,30,8,16,6,0,88,4,28,50,6,6,0,0,6,0,63,4,16,38,5,19,0,12,6,1,11,0,4,6,1
"2011","E00041824","E00041824",123,3,22,78,20,26,2,8,16,0,92,1,12,60,19,16,0,5,10,1,61,1,3,43,14,15,0,4,7,4,5,0,2,2,1
"2011","E00041831","E00041831",121,0,17,59,45,22,0,8,11,3,91,0,9,45,37,15,0,2,10,3,69,0,6,31,32,7,0,1,4,2,8,0,0,3,5
"2011","E00041544","E00041544",46,0,21,19,6,11,0,7,3,1,33,0,13,15,5,2,0,2,0,0,26,0,9,12,5,5,0,2,3,0,2,0,1,1,0
"2011","E00041548","E00041548",117,4,59,41,13,35,4,17,12,2,78,0,41,27,10,8,0,5,3,0,58,0,28,21,9,12,0,8,3,1,4,0,1,2,1
"2011","E00041549","E00041549",159,10,95,34,20,39,5,30,4,0,108,5,58,26,19,3,0,1,2,0,80,3,40,20,17,25,2,17,4,2,12,0,7,4,1
"2011","E00041551","E00041551",140,2,70,45,23,39,1,26,11,1,99,1,42,34,22,10,0,3,7,0,73,1,32,20,20,16,0,7,7,2,2,0,2,0,0
"2011","E00041552","E00041552",152,22,40,56,34,50,15,19,14,2,97,7,21,38,31,8,3,2,3,0,80,3,17,30,30,9,1,2,5,1,5,0,0,4,1
"2011","E00041553","E00041553",140,1,58,62,19,39,0,32,5,2,94,1,23,55,15,7,1,3,2,1,74,0,15,45,14,13,0,5,8,0,7,0,3,2,2
"2011","E00041555","E00041555",127,12,30,73,12,40,11,9,19,1,84,1,21,53,9,9,0,2,7,0,67,1,17,40,9,8,0,2,6,0,3,0,0,1,2
"2011","E00041539","E00041539",111,4,38,61,8,36,1,21,12,2,69,3,15,45,6,6,0,3,3,0,55,3,12,35,5,8,0,0,7,1,6,0,2,4,0
"2011","E00041540","E00041540",108,0,41,58,9,24,0,15,8,1,77,0,23,47,7,16,0,4,12,0,56,0,16,33,7,5,0,3,2,0,7,0,3,3,1
"2011","E00041546","E00041546",113,0,64,43,6,25,0,20,5,0,85,0,42,37,6,5,0,2,3,0,67,0,33,28,6,13,0,7,6,0,3,0,2,1,0
"2011","E00041550","E00041550",121,1,67,41,12,37,1,24,11,1,77,0,38,29,10,8,0,4,3,1,59,0,25,25,9,10,0,9,1,0,7,0,5,1,1
"2011","E00041554","E00041554",112,1,68,38,5,45,1,33,11,0,65,0,34,26,5,12,0,6,6,0,45,0,23,18,4,8,0,5,2,1,2,0,1,1,0
"2011","E00041569","E00041569",130,8,87,31,4,52,7,34,10,1,76,1,51,21,3,6,0,4,2,0,63,1,42,17,3,7,0,5,2,0,2,0,2,0,0
"2011","E00041542","E00041542",142,38,74,21,9,66,33,28,3,2,72,4,45,16,7,8,1,6,1,0,47,1,26,13,7,17,2,13,2,0,4,1,1,2,0
"2011","E00041563","E00041563",117,2,43,60,12,30,0,19,11,0,83,2,23,47,11,19,0,7,10,2,51,1,13,29,8,13,1,3,8,1,4,0,1,2,1
"2011","E00041564","E00041564",116,4,52,54,6,35,3,22,10,0,75,1,28,40,6,16,0,8,8,0,44,0,16,23,5,15,1,4,9,1,6,0,2,4,0
"2011","E00041565","E00041565",109,4,43,49,13,23,4,13,6,0,79,0,29,37,13,9,0,3,4,2,55,0,18,26,11,15,0,8,7,0,7,0,1,6,0
"2011","E00041566","E00041566",116,3,39,62,12,28,1,11,16,0,81,2,27,42,10,9,1,2,6,0,45,1,14,22,8,27,0,11,14,2,7,0,1,4,2
"2011","E00041537","E00041537",130,1,79,45,5,31,0,22,8,1,96,1,54,37,4,14,0,9,5,0,67,1,35,27,4,15,0,10,5,0,3,0,3,0,0
"2011","E00041538","E00041538",124,19,64,35,6,44,16,21,6,1,78,2,42,29,5,15,0,10,5,0,57,2,29,21,5,6,0,3,3,0,2,1,1,0,0
