"date","geography","geography code","Rural Urban","Household Composition: All categories: Household composition; measures: Value","Household Composition: One person household; measures: Value","Household Composition: One person household: Aged 65 and over; measures: Value","Household Composition: One person household: Other; measures: Value","Household Composition: One family household; measures: Value","Household Composition: One family only: All aged 65 and over; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: No children; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: Dependent children; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: All children non-dependent; measures: Value","Household Composition: One family only: Cohabiting couple; measures: Value","Household Composition: One family only: Cohabiting couple: No children; measures: Value","Household Composition: One family only: Cohabiting couple: Dependent children; measures: Value","Household Composition: One family only: Cohabiting couple: All children non-dependent; measures: Value","Household Composition: One family only: Lone parent; measures: Value","Household Composition: One family only: Lone parent: Dependent children; measures: Value","Household Composition: One family only: Lone parent: All children non-dependent; measures: Value","Household Composition: Other household types; measures: Value","Household Composition: Other household types: With dependent children; measures: Value","Household Composition: Other household types: All full-time students; measures: Value","Household Composition: Other household types: All aged 65 and over; measures: Value","Household Composition: Other household types: Other; measures: Value"
"2011","E00105142","E00105142","Total",144,70,31,39,69,10,35,7,22,6,5,1,3,1,19,16,3,5,1,1,1,2
"2011","E00105145","E00105145","Total",151,39,26,13,105,22,61,25,26,10,14,6,7,1,8,7,1,7,2,2,1,2
"2011","E00105146","E00105146","Total",154,72,42,30,76,10,38,12,21,5,14,9,2,3,14,7,7,6,3,0,0,3
"2011","E00105148","E00105148","Total",127,54,21,33,68,10,36,14,10,12,13,7,6,0,9,5,4,5,3,0,0,2
"2011","E00105151","E00105151","Total",123,58,25,33,60,8,31,12,16,3,8,6,1,1,13,9,4,5,3,0,2,0
"2011","E00104930","E00104930","Total",91,33,11,22,53,3,29,11,13,5,12,7,3,2,9,4,5,5,3,0,1,1
"2011","E00104932","E00104932","Total",131,43,17,26,77,11,27,12,14,1,13,6,7,0,26,20,6,11,2,0,1,8
"2011","E00104933","E00104933","Total",122,52,38,14,63,11,27,11,8,8,15,6,7,2,10,7,3,7,2,0,1,4
"2011","E00104934","E00104934","Total",122,55,21,34,64,10,26,11,10,5,12,7,5,0,16,12,4,3,1,0,0,2
"2011","E00104935","E00104935","Total",126,38,18,20,82,2,41,14,15,12,21,3,17,1,18,12,6,6,2,0,1,3
"2011","E00104936","E00104936","Total",122,30,3,27,88,16,49,18,27,4,14,8,6,0,9,8,1,4,3,0,0,1
"2011","E00104929","E00104929","Total",110,33,15,18,74,10,45,14,23,8,11,7,4,0,8,4,4,3,0,0,0,3
"2011","E00104937","E00104937","Total",144,30,12,18,103,16,56,32,17,7,18,8,10,0,13,6,7,11,0,4,0,7
"2011","E00104944","E00104944","Total",135,38,17,21,92,21,47,19,18,10,18,10,8,0,6,5,1,5,0,0,2,3
"2011","E00104945","E00104945","Total",138,26,22,4,109,18,78,37,22,19,8,1,7,0,5,0,5,3,2,1,0,0
"2011","E00171856","E00171856","Total",150,22,7,15,122,10,84,24,39,21,14,7,6,1,14,9,5,6,2,0,0,4
"2011","E00104938","E00104938","Total",150,62,24,38,84,11,40,15,20,5,16,12,4,0,17,14,3,4,2,0,0,2
"2011","E00104940","E00104940","Total",135,57,26,31,75,11,25,12,10,3,13,9,4,0,26,23,3,3,1,0,1,1
"2011","E00104941","E00104941","Total",122,42,21,21,73,8,39,16,16,7,7,3,4,0,19,13,6,7,2,1,1,3
"2011","E00104942","E00104942","Total",138,54,29,25,77,15,35,14,12,9,14,10,3,1,13,7,6,7,3,0,1,3
"2011","E00104943","E00104943","Total",148,30,6,24,112,9,79,32,26,21,13,5,7,1,11,8,3,6,3,0,0,3
"2011","E00105112","E00105112","Total",148,43,15,28,103,17,44,22,10,12,22,12,9,1,20,11,9,2,0,0,1,1
"2011","E00105113","E00105113","Total",217,60,19,41,148,25,87,43,29,15,23,18,5,0,13,10,3,9,2,0,1,6
"2011","E00105120","E00105120","Total",108,26,15,11,76,11,48,22,11,15,12,9,3,0,5,2,3,6,3,0,0,3
"2011","E00105127","E00105127","Total",109,16,3,13,90,9,66,26,27,13,6,5,1,0,9,5,4,3,1,0,0,2
"2011","E00105128","E00105128","Total",113,21,13,8,87,13,55,30,15,10,11,6,5,0,8,6,2,5,1,0,0,4
"2011","E00105115","E00105115","Total",106,17,3,14,86,8,45,13,22,10,15,3,12,0,18,11,7,3,0,0,1,2
"2011","E00105116","E00105116","Total",168,55,18,37,102,9,39,20,14,5,27,14,13,0,27,21,6,11,3,0,0,8
"2011","E00105117","E00105117","Total",117,34,12,22,68,6,40,16,16,8,6,3,3,0,16,12,4,15,5,3,1,6
"2011","E00105124","E00105124","Total",122,31,13,18,85,4,30,10,12,8,13,3,9,1,38,32,6,6,3,0,0,3
"2011","E00105125","E00105125","Total",128,44,15,29,79,6,29,6,16,7,12,4,6,2,32,22,10,5,4,0,0,1
"2011","E00105126","E00105126","Total",106,59,30,29,45,8,16,10,2,4,11,4,6,1,10,5,5,2,1,0,1,0
"2011","E00105170","E00105170","Total",128,37,11,26,87,5,56,23,23,10,15,9,5,1,11,10,1,4,2,0,0,2
"2011","E00105171","E00105171","Total",125,42,20,22,79,6,44,19,16,9,14,5,8,1,15,12,3,4,3,0,1,0
"2011","E00105172","E00105172","Total",155,38,12,26,111,25,67,25,32,10,9,8,1,0,10,8,2,6,2,0,1,3
"2011","E00105173","E00105173","Total",121,31,16,15,90,13,59,22,30,7,9,5,4,0,9,7,2,0,0,0,0,0
"2011","E00105174","E00105174","Total",128,23,14,9,101,13,72,36,28,8,9,4,5,0,7,4,3,4,1,0,0,3
"2011","E00105175","E00105175","Total",131,24,16,8,102,19,64,33,20,11,7,1,5,1,12,8,4,5,1,0,0,4
"2011","E00105176","E00105176","Total",161,46,15,31,111,10,64,34,16,14,17,10,6,1,20,18,2,4,0,0,0,4
"2011","E00105178","E00105178","Total",117,28,11,17,79,19,39,25,12,2,10,6,4,0,11,9,2,10,4,0,1,5
"2011","E00105180","E00105180","Total",129,36,10,26,87,11,58,25,26,7,15,12,1,2,3,0,3,6,3,0,0,3
"2011","E00105177","E00105177","Total",130,63,27,36,62,5,25,9,10,6,13,6,5,2,19,15,4,5,3,0,0,2
"2011","E00105179","E00105179","Total",146,50,16,34,94,14,59,27,24,8,7,2,4,1,14,8,6,2,1,0,0,1
"2011","E00105181","E00105181","Total",125,60,15,45,59,13,26,15,6,5,9,5,3,1,11,7,4,6,5,0,0,1
"2011","E00105182","E00105182","Total",137,65,31,34,67,10,24,9,9,6,16,5,10,1,17,10,7,5,3,0,0,2
"2011","E00105188","E00105188","Total",119,26,16,10,87,14,58,30,22,6,11,6,5,0,4,3,1,6,2,0,0,4
"2011","E00105189","E00105189","Total",113,52,17,35,59,9,22,9,11,2,14,9,4,1,14,12,2,2,1,0,0,1
"2011","E00105190","E00105190","Total",165,52,15,37,102,3,47,20,19,8,19,7,10,2,33,27,6,11,4,0,0,7
"2011","E00105191","E00105191","Total",110,36,6,30,67,3,24,8,10,6,22,11,10,1,18,14,4,7,2,0,0,5
"2011","E00105192","E00105192","Total",147,26,7,19,114,7,80,31,33,16,19,14,5,0,8,6,2,7,3,0,0,4
"2011","E00105193","E00105193","Total",138,49,16,33,81,12,39,21,14,4,16,6,10,0,14,13,1,8,4,0,0,4
"2011","E00105194","E00105194","Total",151,49,11,38,99,12,48,25,19,4,19,10,9,0,20,17,3,3,2,0,0,1
"2011","E00105196","E00105196","Total",147,61,36,25,81,13,41,13,18,10,12,7,4,1,15,10,5,5,3,0,1,1
"2011","E00105198","E00105198","Total",126,55,27,28,65,19,23,12,8,3,11,8,3,0,12,9,3,6,2,0,1,3
"2011","E00105202","E00105202","Total",122,51,33,18,63,16,31,14,10,7,8,6,2,0,8,3,5,8,3,1,0,4
"2011","E00105203","E00105203","Total",149,52,18,34,91,14,44,19,19,6,13,6,6,1,20,14,6,6,1,0,0,5
"2011","E00105204","E00105204","Total",148,46,27,19,98,15,50,17,21,12,17,11,6,0,16,13,3,4,1,0,0,3
"2011","E00105205","E00105205","Total",116,39,23,16,72,6,45,15,19,11,9,4,5,0,12,9,3,5,3,0,0,2
"2011","E00105195","E00105195","Total",129,31,13,18,94,8,64,24,31,9,12,6,4,2,10,7,3,4,1,0,0,3
"2011","E00105197","E00105197","Total",124,36,18,18,86,12,49,26,17,6,12,7,5,0,13,7,6,2,0,0,1,1
"2011","E00105199","E00105199","Total",128,35,7,28,85,7,59,38,18,3,11,7,2,2,8,5,3,8,2,0,0,6
"2011","E00105200","E00105200","Total",135,40,15,25,88,11,42,26,10,6,13,6,6,1,22,14,8,7,4,1,0,2
"2011","E00105201","E00105201","Total",118,19,4,15,96,9,71,25,38,8,7,7,0,0,9,8,1,3,0,0,1,2
"2011","E00104949","E00104949","Total",117,19,13,6,95,16,63,35,17,11,7,3,4,0,9,8,1,3,1,0,0,2
"2011","E00104951","E00104951","Total",122,24,15,9,92,21,58,30,16,12,4,3,1,0,9,5,4,6,3,0,0,3
"2011","E00104953","E00104953","Total",115,34,25,9,78,20,44,15,20,9,8,5,3,0,6,3,3,3,1,0,0,2
"2011","E00104954","E00104954","Total",109,12,9,3,94,23,61,38,13,10,5,4,0,1,5,2,3,3,3,0,0,0
"2011","E00104955","E00104955","Total",121,55,32,23,63,25,30,15,12,3,4,3,1,0,4,3,1,3,2,0,0,1
"2011","E00104956","E00104956","Total",127,21,17,4,104,22,69,34,22,13,5,3,2,0,8,5,3,2,1,0,0,1
"2011","E00104957","E00104957","Total",123,16,14,2,104,30,65,36,14,15,5,1,4,0,4,3,1,3,1,0,0,2
"2011","E00104946","E00104946","Total",131,20,11,9,103,22,50,19,21,10,11,8,3,0,20,10,10,8,3,0,0,5
"2011","E00104947","E00104947","Total",134,25,7,18,103,19,66,29,30,7,9,4,5,0,9,6,3,6,2,0,0,4
"2011","E00104948","E00104948","Total",129,32,2,30,93,4,66,24,32,10,7,3,4,0,16,9,7,4,0,0,0,4
"2011","E00104950","E00104950","Total",149,45,16,29,99,32,47,16,21,10,11,8,3,0,9,5,4,5,0,0,0,5
"2011","E00104952","E00104952","Total",121,20,11,9,95,11,70,26,28,16,10,1,7,2,4,2,2,6,1,0,0,5
"2011","E00104992","E00104992","Total",123,35,18,17,81,24,43,21,10,12,5,3,2,0,9,4,5,7,2,0,1,4
"2011","E00104993","E00104993","Total",138,50,37,13,87,28,43,23,11,9,4,3,1,0,12,5,7,1,0,0,0,1
"2011","E00104994","E00104994","Total",164,60,23,37,101,21,40,24,10,6,20,13,6,1,20,15,5,3,2,0,0,1
"2011","E00104995","E00104995","Total",107,31,25,6,73,30,31,15,11,5,2,1,1,0,10,5,5,3,0,0,1,2
"2011","E00104996","E00104996","Total",103,21,14,7,81,11,48,20,14,14,14,7,6,1,8,5,3,1,0,0,0,1
"2011","E00104998","E00104998","Total",126,40,21,19,79,3,44,19,12,13,14,8,4,2,18,13,5,7,1,1,0,5
"2011","E00104999","E00104999","Total",122,38,15,23,78,12,47,20,16,11,9,4,5,0,10,7,3,6,0,0,1,5
"2011","E00105000","E00105000","Total",119,28,15,13,84,10,40,14,17,9,20,7,12,1,14,8,6,7,1,0,0,6
"2011","E00105001","E00105001","Total",144,68,32,36,70,7,44,13,21,10,14,7,7,0,5,2,3,6,0,0,0,6
"2011","E00105002","E00105002","Total",106,42,33,9,59,12,27,8,16,3,4,3,1,0,16,14,2,5,1,0,0,4
"2011","E00104997","E00104997","Total",123,25,18,7,88,21,51,30,16,5,12,10,1,1,4,2,2,10,5,0,0,5
"2011","E00105003","E00105003","Total",125,31,12,19,87,26,48,24,13,11,7,5,1,1,6,2,4,7,1,1,0,5
"2011","E00105004","E00105004","Total",143,37,21,16,104,31,55,33,12,10,11,8,3,0,7,3,4,2,0,0,0,2
"2011","E00105005","E00105005","Total",146,62,22,40,81,18,45,17,18,10,8,5,3,0,10,6,4,3,0,0,0,3
"2011","E00105006","E00105006","Total",122,26,17,9,91,29,53,27,14,12,8,6,1,1,1,1,0,5,0,1,0,4
"2011","E00104991","E00104991","Total",212,96,31,65,90,7,40,22,12,6,19,16,3,0,24,21,3,26,6,4,1,15
"2011","E00105007","E00105007","Total",114,28,16,12,79,17,38,18,13,7,10,6,4,0,14,8,6,7,2,4,0,1
"2011","E00105008","E00105008","Total",132,38,17,21,84,16,43,19,13,11,15,7,7,1,10,6,4,10,1,3,1,5
"2011","E00105009","E00105009","Total",171,63,8,55,83,16,41,15,18,8,20,17,3,0,6,0,6,25,2,8,0,15
"2011","E00105153","E00105153","Total",108,40,4,36,51,2,18,9,6,3,12,8,4,0,19,11,8,17,0,10,1,6
"2011","E00105154","E00105154","Total",128,50,23,27,63,9,22,10,6,6,14,7,4,3,18,10,8,15,0,12,0,3
"2011","E00105162","E00105162","Total",140,61,39,22,66,10,32,15,14,3,10,2,8,0,14,9,5,13,1,7,0,5
"2011","E00105163","E00105163","Total",124,30,15,15,74,7,38,11,15,12,12,3,8,1,17,12,5,20,8,5,0,7
"2011","E00105164","E00105164","Total",124,26,7,19,74,11,44,21,14,9,5,4,1,0,14,9,5,24,4,7,0,13
"2011","E00105165","E00105165","Total",130,32,12,20,64,10,33,19,5,9,11,5,6,0,10,7,3,34,3,26,0,5
"2011","E00105166","E00105166","Total",128,42,17,25,68,8,26,10,10,6,14,9,5,0,20,13,7,18,2,6,0,10
"2011","E00105155","E00105155","Total",140,39,7,32,63,7,31,17,7,7,11,10,1,0,14,10,4,38,2,24,0,12
"2011","E00105156","E00105156","Total",196,56,13,43,73,8,39,23,11,5,19,16,3,0,7,4,3,67,2,41,0,24
"2011","E00105167","E00105167","Total",141,46,19,27,78,10,37,12,23,2,22,12,8,2,9,4,5,17,0,6,0,11
"2011","E00105168","E00105168","Total",147,78,41,37,47,8,24,17,2,5,6,6,0,0,9,5,4,22,2,14,0,6
"2011","E00105169","E00105169","Total",148,62,14,48,71,11,31,8,12,11,8,4,4,0,21,15,6,15,1,4,0,10
"2011","E00105157","E00105157","Total",112,34,15,19,72,5,30,9,11,10,12,2,9,1,25,19,6,6,1,0,0,5
"2011","E00105158","E00105158","Total",146,34,8,26,91,2,36,12,21,3,25,11,13,1,28,25,3,21,7,6,1,7
"2011","E00105159","E00105159","Total",159,37,8,29,106,8,42,12,27,3,22,11,9,2,34,24,10,16,3,2,0,11
"2011","E00105160","E00105160","Total",130,33,6,27,85,4,27,10,11,6,23,9,14,0,31,24,7,12,4,0,0,8
"2011","E00105161","E00105161","Total",127,76,22,54,47,3,14,5,6,3,7,4,2,1,23,19,4,4,2,0,0,2
"2011","E00105050","E00105050","Total",141,11,2,9,16,2,7,4,2,1,4,3,1,0,3,2,1,114,3,104,0,7
"2011","E00105051","E00105051","Total",121,24,2,22,22,1,17,9,8,0,3,3,0,0,1,1,0,75,1,56,0,18
"2011","E00105052","E00105052","Total",135,19,11,8,30,2,15,9,5,1,9,9,0,0,4,4,0,86,2,71,0,13
"2011","E00105054","E00105054","Total",176,90,37,53,57,12,33,22,10,1,11,11,0,0,1,1,0,29,0,21,1,7
"2011","E00105061","E00105061","Total",122,65,33,32,23,4,10,6,1,3,6,5,1,0,3,0,3,34,0,31,0,3
"2011","E00105186","E00105186","Total",179,73,21,52,44,9,22,13,5,4,10,9,1,0,3,1,2,62,1,39,1,21
"2011","E00171794","E00171794","Total",47,13,2,11,15,1,12,6,5,1,1,1,0,0,1,1,0,19,1,15,0,3
"2011","E00171795","E00171795","Total",111,22,12,10,19,3,13,9,3,1,2,1,1,0,1,0,1,70,3,52,0,15
"2011","E00171834","E00171834","Total",99,53,26,27,26,10,10,9,1,0,4,4,0,0,2,2,0,20,0,11,0,9
"2011","E00105183","E00105183","Total",143,28,7,21,91,31,47,23,19,5,11,9,1,1,2,1,1,24,1,18,0,5
"2011","E00105184","E00105184","Total",106,40,18,22,48,12,28,14,11,3,6,5,1,0,2,0,2,18,1,10,0,7
"2011","E00171797","E00171797","Total",115,44,14,30,37,7,18,14,3,1,7,6,1,0,5,3,2,34,0,25,0,9
"2011","E00171799","E00171799","Total",47,15,4,11,10,2,6,4,1,1,2,2,0,0,0,0,0,22,1,20,0,1
"2011","E00105077","E00105077","Total",128,25,8,17,38,10,21,9,3,9,2,2,0,0,5,4,1,65,3,56,0,6
"2011","E00105078","E00105078","Total",143,38,19,19,29,12,13,4,7,2,3,3,0,0,1,0,1,76,1,66,1,8
"2011","E00171828","E00171828","Total",44,8,4,4,16,0,13,9,2,2,3,2,1,0,0,0,0,20,0,16,0,4
"2011","E00171869","E00171869","Total",86,48,38,10,13,7,4,1,2,1,2,2,0,0,0,0,0,25,0,20,2,3
"2011","E00105075","E00105075","Total",137,88,59,29,33,11,16,9,2,5,3,3,0,0,3,0,3,16,0,12,3,1
"2011","E00105079","E00105079","Total",189,46,12,34,50,11,28,18,6,4,7,6,0,1,4,1,3,93,1,79,0,13
"2011","E00105080","E00105080","Total",94,28,4,24,49,8,30,14,14,2,7,5,2,0,4,2,2,17,1,13,0,3
"2011","E00104959","E00104959","Total",106,43,29,14,55,8,36,16,15,5,6,3,2,1,5,2,3,8,2,2,0,4
"2011","E00104960","E00104960","Total",127,33,7,26,90,8,57,10,31,16,12,8,2,2,13,10,3,4,3,0,0,1
"2011","E00104961","E00104961","Total",161,66,16,50,76,8,27,12,12,3,18,11,7,0,23,17,6,19,4,2,0,13
"2011","E00104962","E00104962","Total",166,33,8,25,127,7,79,19,50,10,18,3,14,1,23,20,3,6,1,1,2,2
"2011","E00104963","E00104963","Total",141,30,4,26,102,3,58,16,35,7,15,9,6,0,26,15,11,9,5,1,0,3
"2011","E00104964","E00104964","Total",167,51,12,39,104,9,52,23,18,11,28,15,12,1,15,10,5,12,1,1,0,10
"2011","E00104966","E00104966","Total",126,35,9,26,79,9,39,11,19,9,18,14,4,0,13,8,5,12,2,0,0,10
"2011","E00105049","E00105049","Total",139,33,17,16,78,12,52,21,21,10,12,5,7,0,2,1,1,28,0,19,0,9
"2011","E00105058","E00105058","Total",123,26,17,9,91,14,67,29,31,7,2,1,1,0,8,7,1,6,2,2,0,2
"2011","E00105059","E00105059","Total",134,26,11,15,101,16,72,30,34,8,8,2,6,0,5,3,2,7,0,4,1,2
"2011","E00105060","E00105060","Total",210,61,16,45,92,16,55,22,24,9,16,12,3,1,5,3,2,57,2,33,1,21
"2011","E00171870","E00171870","Total",109,31,2,29,61,2,35,10,24,1,19,15,4,0,5,2,3,17,1,4,0,12
"2011","E00171872","E00171872","Total",110,22,9,13,81,20,54,21,27,6,7,2,5,0,0,0,0,7,1,1,0,5
"2011","E00105048","E00105048","Total",133,16,6,10,105,26,69,25,34,10,4,1,2,1,6,4,2,12,4,4,0,4
"2011","E00105053","E00105053","Total",146,22,1,21,43,7,26,11,12,3,8,3,4,1,2,0,2,81,3,71,0,7
"2011","E00105055","E00105055","Total",135,24,12,12,65,12,41,17,19,5,11,9,2,0,1,1,0,46,1,38,1,6
"2011","E00105056","E00105056","Total",139,28,18,10,64,10,45,19,19,7,2,1,1,0,7,3,4,47,2,42,0,3
"2011","E00105101","E00105101","Total",118,37,9,28,58,6,41,19,20,2,8,6,2,0,3,1,2,23,2,15,1,5
"2011","E00105106","E00105106","Total",157,48,14,34,90,12,58,26,26,6,17,12,5,0,3,0,3,19,0,4,1,14
"2011","E00105107","E00105107","Total",118,19,14,5,96,21,63,20,34,9,7,4,3,0,5,3,2,3,0,1,0,2
"2011","E00105108","E00105108","Total",132,31,12,19,87,17,59,24,28,7,4,1,3,0,7,4,3,14,5,5,0,4
"2011","E00105109","E00105109","Total",154,45,18,27,75,6,46,17,23,6,15,11,3,1,8,5,3,34,2,17,1,14
"2011","E00105100","E00105100","Total",125,24,13,11,94,18,66,25,25,16,1,0,1,0,9,3,6,7,2,3,0,2
"2011","E00105102","E00105102","Total",121,36,21,15,71,13,39,16,15,8,13,8,5,0,6,2,4,14,1,10,0,3
"2011","E00105104","E00105104","Total",129,29,18,11,86,22,53,24,21,8,6,3,3,0,5,3,2,14,1,8,1,4
"2011","E00105105","E00105105","Total",124,27,7,20,90,19,62,31,24,7,5,1,4,0,4,2,2,7,1,3,0,3
"2011","E00171876","E00171876","Total",161,22,4,18,109,3,81,26,52,3,15,8,7,0,10,7,3,30,7,13,0,10
"2011","E00171953","E00171953","Total",134,20,5,15,105,4,82,25,46,11,14,5,9,0,5,2,3,9,2,4,0,3
"2011","E00105064","E00105064","Total",124,59,42,17,61,10,23,10,10,3,6,2,4,0,22,14,8,4,0,0,1,3
"2011","E00105065","E00105065","Total",146,37,18,19,101,11,60,25,18,17,13,5,7,1,17,8,9,8,1,0,2,5
"2011","E00105066","E00105066","Total",63,34,14,20,27,1,9,4,4,1,7,4,3,0,10,10,0,2,0,1,0,1
"2011","E00105069","E00105069","Total",141,49,25,24,85,14,49,23,15,11,11,5,6,0,11,5,6,7,4,0,2,1
"2011","E00105070","E00105070","Total",115,50,18,32,61,7,25,7,6,12,12,7,5,0,17,9,8,4,0,0,0,4
"2011","E00105073","E00105073","Total",131,61,26,35,68,10,27,15,7,5,13,7,5,1,18,12,6,2,2,0,0,0
"2011","E00105062","E00105062","Total",139,41,15,26,89,10,51,21,18,12,11,5,6,0,17,12,5,9,6,0,0,3
"2011","E00105063","E00105063","Total",129,26,10,16,101,11,74,28,28,18,9,6,1,2,7,6,1,2,0,0,0,2
"2011","E00105067","E00105067","Total",77,30,8,22,41,5,28,14,9,5,6,4,2,0,2,1,1,6,1,0,0,5
"2011","E00105068","E00105068","Total",101,37,12,25,59,8,33,18,12,3,8,4,3,1,10,4,6,5,2,0,0,3
"2011","E00105071","E00105071","Total",142,51,26,25,84,18,45,18,17,10,8,4,3,1,13,7,6,7,3,0,2,2
"2011","E00105072","E00105072","Total",136,34,20,14,98,25,57,27,20,10,9,5,3,1,7,2,5,4,2,0,2,0
"2011","E00105074","E00105074","Total",132,57,20,37,74,12,34,15,12,7,15,7,7,1,13,9,4,1,0,0,0,1
"2011","E00105110","E00105110","Total",117,30,8,22,80,6,36,14,7,15,18,7,9,2,20,16,4,7,2,0,1,4
"2011","E00105111","E00105111","Total",115,42,22,20,71,7,33,13,15,5,7,0,7,0,24,17,7,2,2,0,0,0
"2011","E00105114","E00105114","Total",138,46,18,28,84,5,36,21,12,3,21,10,10,1,22,14,8,8,1,0,0,7
"2011","E00105118","E00105118","Total",177,53,11,42,119,4,75,25,34,16,30,18,11,1,10,5,5,5,4,0,0,1
"2011","E00105119","E00105119","Total",131,44,12,32,83,11,38,20,9,9,17,9,7,1,17,11,6,4,1,0,0,3
"2011","E00105121","E00105121","Total",153,57,14,43,86,5,45,21,17,7,15,8,7,0,21,12,9,10,3,1,0,6
"2011","E00105122","E00105122","Total",50,16,8,8,34,4,25,12,5,8,4,3,1,0,1,0,1,0,0,0,0,0
"2011","E00105123","E00105123","Total",187,47,10,37,130,10,77,32,39,6,29,18,10,1,14,8,6,10,1,0,0,9
"2011","E00104958","E00104958","Total",193,54,23,31,130,27,89,54,26,9,7,4,3,0,7,5,2,9,5,0,0,4
"2011","E00104965","E00104965","Total",122,24,7,17,95,5,73,33,23,17,11,4,7,0,6,3,3,3,0,0,0,3
"2011","E00104967","E00104967","Total",134,29,12,17,96,6,75,28,30,17,6,5,1,0,9,7,2,9,7,0,2,0
"2011","E00104968","E00104968","Total",128,37,23,14,86,21,39,15,9,15,10,3,7,0,16,11,5,5,0,0,0,5
"2011","E00104969","E00104969","Total",137,51,38,13,83,26,35,7,11,17,6,2,3,1,16,10,6,3,1,0,0,2
"2011","E00104979","E00104979","Total",129,31,14,17,88,7,47,14,25,8,15,5,10,0,19,12,7,10,5,0,1,4
"2011","E00104981","E00104981","Total",179,100,24,76,64,8,34,19,10,5,13,9,4,0,9,5,4,15,2,0,2,11
"2011","E00104983","E00104983","Total",153,70,4,66,79,2,15,5,8,2,21,9,12,0,41,36,5,4,0,0,1,3
"2011","E00104987","E00104987","Total",125,54,24,30,66,11,30,17,8,5,14,8,6,0,11,6,5,5,2,0,0,3
"2011","E00104988","E00104988","Total",111,38,22,16,66,6,28,11,9,8,19,8,9,2,13,11,2,7,5,0,0,2
"2011","E00104990","E00104990","Total",100,62,43,19,37,16,11,8,0,3,3,2,1,0,7,1,6,1,0,0,0,1
"2011","E00104970","E00104970","Total",170,113,70,43,52,6,20,11,7,2,4,2,2,0,22,16,6,5,3,1,0,1
"2011","E00104971","E00104971","Total",155,35,18,17,113,10,72,38,22,12,26,17,7,2,5,1,4,7,3,0,1,3
"2011","E00104972","E00104972","Total",137,43,17,26,91,27,51,27,13,11,7,4,2,1,6,4,2,3,0,1,0,2
"2011","E00104984","E00104984","Total",122,42,24,18,80,11,49,20,18,11,13,9,3,1,7,6,1,0,0,0,0,0
"2011","E00104989","E00104989","Total",135,51,3,48,82,5,60,25,25,10,8,4,4,0,9,8,1,2,1,0,0,1
"2011","E00104974","E00104974","Total",143,50,12,38,89,2,53,22,21,10,9,7,2,0,25,16,9,4,2,0,0,2
"2011","E00104978","E00104978","Total",141,28,6,22,106,7,66,22,33,11,21,10,9,2,12,9,3,7,4,0,0,3
"2011","E00104982","E00104982","Total",125,67,28,39,52,15,22,18,1,3,7,3,4,0,8,5,3,6,1,0,0,5
"2011","E00104985","E00104985","Total",135,30,7,23,99,6,59,25,26,8,14,6,7,1,20,14,6,6,4,0,0,2
"2011","E00104986","E00104986","Total",137,38,10,28,88,4,38,17,15,6,19,7,12,0,27,22,5,11,8,0,0,3
"2011","E00104973","E00104973","Total",123,40,23,17,77,10,41,22,9,10,9,3,6,0,17,14,3,6,2,0,2,2
"2011","E00104975","E00104975","Total",132,22,10,12,98,11,38,16,17,5,18,6,11,1,31,27,4,12,6,0,0,6
"2011","E00104976","E00104976","Total",145,96,28,68,44,6,17,12,2,3,9,5,4,0,12,10,2,5,1,0,0,4
"2011","E00104977","E00104977","Total",126,25,11,14,96,6,56,20,23,13,19,9,9,1,15,10,5,5,1,0,0,4
"2011","E00104980","E00104980","Total",117,41,13,28,74,9,38,12,17,9,15,5,10,0,12,9,3,2,1,0,0,1
"2011","E00105010","E00105010","Total",131,26,7,19,99,12,56,16,26,14,19,7,11,1,12,8,4,6,3,1,1,1
"2011","E00105013","E00105013","Total",140,68,40,28,69,12,36,18,11,7,12,8,4,0,9,6,3,3,1,0,0,2
"2011","E00105022","E00105022","Total",124,53,25,28,68,8,27,11,8,8,12,4,5,3,21,14,7,3,1,0,0,2
"2011","E00105023","E00105023","Total",130,41,15,26,83,6,33,18,8,7,27,17,10,0,17,17,0,6,1,0,0,5
"2011","E00105025","E00105025","Total",162,63,33,30,95,13,41,21,15,5,16,10,5,1,25,12,13,4,3,0,0,1
"2011","E00105018","E00105018","Total",170,54,24,30,106,15,56,22,21,13,20,7,12,1,15,10,5,10,9,0,0,1
"2011","E00105026","E00105026","Total",136,60,17,43,71,5,31,15,12,4,23,17,6,0,12,7,5,5,0,0,0,5
"2011","E00105027","E00105027","Total",138,60,30,30,70,13,39,17,10,12,6,6,0,0,12,2,10,8,4,0,0,4
"2011","E00105028","E00105028","Total",165,51,23,28,104,14,69,38,22,9,15,11,4,0,6,2,4,10,5,0,0,5
"2011","E00105011","E00105011","Total",124,19,7,12,98,5,70,21,36,13,15,7,7,1,8,5,3,7,1,0,0,6
"2011","E00105014","E00105014","Total",135,41,12,29,87,14,52,16,28,8,9,6,3,0,12,7,5,7,2,0,0,5
"2011","E00105015","E00105015","Total",124,31,13,18,85,5,45,19,18,8,21,15,6,0,14,10,4,8,2,0,0,6
"2011","E00105016","E00105016","Total",124,42,16,26,71,11,35,12,12,11,16,10,6,0,9,9,0,11,1,0,0,10
