"date","geography","geography code","Rural Urban","Household Composition: All categories: Household composition; measures: Value","Household Composition: One person household; measures: Value","Household Composition: One person household: Aged 65 and over; measures: Value","Household Composition: One person household: Other; measures: Value","Household Composition: One family household; measures: Value","Household Composition: One family only: All aged 65 and over; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: No children; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: Dependent children; measures: Value","Household Composition: One family only: Married or same-sex civil partnership couple: All children non-dependent; measures: Value","Household Composition: One family only: Cohabiting couple; measures: Value","Household Composition: One family only: Cohabiting couple: No children; measures: Value","Household Composition: One family only: Cohabiting couple: Dependent children; measures: Value","Household Composition: One family only: Cohabiting couple: All children non-dependent; measures: Value","Household Composition: One family only: Lone parent; measures: Value","Household Composition: One family only: Lone parent: Dependent children; measures: Value","Household Composition: One family only: Lone parent: All children non-dependent; measures: Value","Household Composition: Other household types; measures: Value","Household Composition: Other household types: With dependent children; measures: Value","Household Composition: Other household types: All full-time students; measures: Value","Household Composition: Other household types: All aged 65 and over; measures: Value","Household Composition: Other household types: Other; measures: Value"
"2011","E00062207","E00062207","Total",114,35,15,20,77,11,44,21,17,6,7,3,4,0,15,8,7,2,1,0,0,1
"2011","E00062208","E00062208","Total",174,32,18,14,131,18,91,26,57,8,16,11,5,0,6,5,1,11,7,0,0,4
"2011","E00062209","E00062209","Total",94,24,11,13,68,12,45,22,18,5,8,6,2,0,3,3,0,2,2,0,0,0
"2011","E00062210","E00062210","Total",52,18,14,4,33,8,15,6,6,3,6,3,3,0,4,2,2,1,1,0,0,0
"2011","E00062211","E00062211","Total",60,13,6,7,43,9,23,10,7,6,6,2,4,0,5,3,2,4,2,0,0,2
"2011","E00062212","E00062212","Total",99,21,9,12,70,9,49,22,19,8,6,4,1,1,6,5,1,8,3,0,0,5
"2011","E00174202","E00174202","Total",123,10,1,9,106,0,91,24,60,7,9,3,5,1,6,6,0,7,5,0,0,2
"2011","E00174206","E00174206","Total",123,12,1,11,103,0,67,21,42,4,22,13,8,1,14,13,1,8,4,0,0,4
"2011","E00174208","E00174208","Total",123,27,10,17,90,18,66,36,23,7,6,4,2,0,0,0,0,6,2,0,0,4
"2011","E00062202","E00062202","Total",118,35,14,21,80,19,52,23,21,8,5,3,2,0,4,3,1,3,1,0,0,2
"2011","E00062203","E00062203","Total",135,60,30,30,73,9,39,13,18,8,10,5,5,0,15,9,6,2,1,0,0,1
"2011","E00062204","E00062204","Total",120,21,13,8,95,19,63,29,26,8,7,3,4,0,6,3,3,4,1,0,0,3
"2011","E00062205","E00062205","Total",124,26,18,8,98,36,50,25,18,7,7,5,2,0,5,1,4,0,0,0,0,0
"2011","E00062206","E00062206","Total",123,34,23,11,86,20,48,20,23,5,10,4,6,0,8,5,3,3,2,0,0,1
"2011","E00062379","E00062379","Total",150,39,19,20,102,17,69,23,31,15,8,5,2,1,8,6,2,9,4,0,1,4
"2011","E00062380","E00062380","Total",66,14,6,8,50,10,27,12,10,5,6,4,2,0,7,2,5,2,1,0,0,1
"2011","E00062381","E00062381","Total",53,8,4,4,44,4,34,22,9,3,3,3,0,0,3,2,1,1,1,0,0,0
"2011","E00062382","E00062382","Total",83,19,7,12,59,10,35,10,18,7,12,11,1,0,2,2,0,5,4,0,0,1
"2011","E00062383","E00062383","Total",77,14,8,6,59,13,38,16,12,10,3,1,1,1,5,5,0,4,2,0,0,2
"2011","E00062384","E00062384","Total",162,56,28,28,103,12,54,26,20,8,13,10,3,0,24,16,8,3,1,0,0,2
"2011","E00062385","E00062385","Total",159,29,11,18,123,31,73,38,15,20,9,8,1,0,10,7,3,7,1,0,0,6
"2011","E00062386","E00062386","Total",110,20,9,11,87,20,49,23,15,11,10,6,2,2,8,8,0,3,1,0,1,1
"2011","E00174203","E00174203","Total",95,38,3,35,54,1,25,10,14,1,24,20,4,0,4,3,1,3,1,0,0,2
"2011","E00174204","E00174204","Total",121,24,5,19,96,4,63,20,36,7,20,16,4,0,9,7,2,1,1,0,0,0
"2011","E00174205","E00174205","Total",117,15,0,15,96,1,63,16,42,5,12,7,5,0,20,18,2,6,2,0,0,4
"2011","E00174207","E00174207","Total",115,19,1,18,91,0,63,18,40,5,16,9,7,0,12,12,0,5,2,0,0,3
"2011","E00174210","E00174210","Total",106,35,8,27,63,12,31,15,11,5,16,12,4,0,4,3,1,8,3,0,0,5
"2011","E00062133","E00062133","Total",169,29,7,22,134,4,95,34,57,4,22,14,7,1,13,12,1,6,4,0,0,2
"2011","E00062134","E00062134","Total",169,40,2,38,124,10,85,21,51,13,16,7,8,1,13,7,6,5,3,0,0,2
"2011","E00062136","E00062136","Total",123,49,21,28,73,10,40,15,15,10,13,9,3,1,10,6,4,1,0,0,0,1
"2011","E00174209","E00174209","Total",89,17,2,15,70,3,46,8,34,4,13,8,5,0,8,6,2,2,0,0,0,2
"2011","E00174212","E00174212","Total",100,25,4,21,72,4,43,15,22,6,13,6,7,0,12,10,2,3,1,0,0,2
"2011","E00062138","E00062138","Total",140,54,11,43,77,11,34,9,18,7,16,11,5,0,16,11,5,9,4,0,0,5
"2011","E00062139","E00062139","Total",123,22,4,18,97,3,63,20,39,4,17,8,8,1,14,9,5,4,3,0,0,1
"2011","E00062143","E00062143","Total",137,36,15,21,94,16,46,15,20,11,13,3,9,1,19,12,7,7,5,0,0,2
"2011","E00062148","E00062148","Total",133,41,14,27,88,5,44,19,18,7,24,14,10,0,15,13,2,4,3,0,0,1
"2011","E00062152","E00062152","Total",124,24,9,15,94,16,50,19,20,11,13,7,6,0,15,13,2,6,3,0,0,3
"2011","E00062140","E00062140","Total",134,42,16,26,85,11,42,21,13,8,16,10,6,0,16,8,8,7,3,0,0,4
"2011","E00062149","E00062149","Total",114,28,12,16,83,10,40,18,14,8,19,6,13,0,14,10,4,3,0,0,0,3
"2011","E00062150","E00062150","Total",121,35,16,19,85,14,49,19,21,9,9,2,7,0,13,8,5,1,1,0,0,0
"2011","E00062151","E00062151","Total",135,36,17,19,97,17,47,19,19,9,15,10,5,0,18,9,9,2,0,0,0,2
"2011","E00062153","E00062153","Total",123,40,21,19,79,12,36,15,10,11,14,3,10,1,17,12,5,4,3,0,1,0
"2011","E00062141","E00062141","Total",118,36,14,22,78,6,48,17,17,14,19,10,9,0,5,3,2,4,1,0,1,2
"2011","E00062142","E00062142","Total",142,32,17,15,107,13,50,21,13,16,15,3,7,5,29,19,10,3,3,0,0,0
"2011","E00062146","E00062146","Total",139,31,11,20,97,11,39,15,17,7,24,7,15,2,23,12,11,11,3,0,2,6
"2011","E00062147","E00062147","Total",126,33,9,24,85,5,53,13,33,7,14,6,8,0,13,8,5,8,2,0,0,6
"2011","E00062144","E00062144","Total",125,32,23,9,85,14,54,26,16,12,11,6,5,0,6,5,1,8,1,0,1,6
"2011","E00062145","E00062145","Total",126,22,14,8,103,25,62,26,18,18,9,3,3,3,7,6,1,1,1,0,0,0
"2011","E00062154","E00062154","Total",154,29,14,15,119,10,91,31,47,13,12,8,3,1,6,3,3,6,4,0,0,2
"2011","E00062155","E00062155","Total",120,19,11,8,96,17,60,28,18,14,9,3,5,1,10,5,5,5,4,0,0,1
"2011","E00062156","E00062156","Total",177,29,10,19,139,12,96,32,53,11,18,8,9,1,13,12,1,9,4,0,0,5
"2011","E00062171","E00062171","Total",143,73,18,55,64,11,35,22,11,2,11,7,3,1,7,5,2,6,3,0,0,3
"2011","E00062174","E00062174","Total",115,30,13,17,79,11,49,28,15,6,7,3,4,0,12,9,3,6,3,0,1,2
"2011","E00062175","E00062175","Total",124,45,14,31,76,4,41,18,20,3,18,9,8,1,13,12,1,3,1,0,0,2
"2011","E00062176","E00062176","Total",133,54,12,42,71,10,35,23,8,4,14,11,3,0,12,7,5,8,1,0,2,5
"2011","E00062177","E00062177","Total",117,38,6,32,76,0,29,11,15,3,9,3,5,1,38,28,10,3,1,0,0,2
"2011","E00062179","E00062179","Total",136,48,26,22,85,14,36,19,10,7,16,11,5,0,19,14,5,3,1,0,2,0
"2011","E00062172","E00062172","Total",122,28,23,5,90,22,58,36,14,8,6,2,4,0,4,3,1,4,2,0,0,2
"2011","E00062173","E00062173","Total",134,27,14,13,105,12,68,37,20,11,12,4,6,2,13,9,4,2,0,0,0,2
"2011","E00062178","E00062178","Total",138,27,9,18,105,13,76,39,20,17,8,4,3,1,8,3,5,6,1,0,0,5
"2011","E00062180","E00062180","Total",130,35,21,14,91,18,63,34,19,10,6,4,2,0,4,2,2,4,2,0,0,2
"2011","E00062181","E00062181","Total",120,22,11,11,91,14,57,25,19,13,9,4,5,0,11,7,4,7,3,0,0,4
"2011","E00062182","E00062182","Total",132,30,15,15,99,23,58,26,20,12,12,7,4,1,6,5,1,3,0,0,0,3
"2011","E00062183","E00062183","Total",114,12,3,9,98,6,80,25,42,13,5,5,0,0,7,6,1,4,3,0,0,1
"2011","E00062185","E00062185","Total",110,19,9,10,90,12,54,22,19,13,9,3,5,1,15,10,5,1,1,0,0,0
"2011","E00062196","E00062196","Total",112,17,2,15,92,2,70,26,31,13,11,9,2,0,9,9,0,3,1,0,0,2
"2011","E00062200","E00062200","Total",122,41,27,14,78,26,43,24,12,7,5,3,1,1,4,2,2,3,1,0,0,2
"2011","E00062184","E00062184","Total",137,30,17,13,103,12,64,33,19,12,15,9,6,0,12,9,3,4,1,0,1,2
"2011","E00062186","E00062186","Total",129,38,13,25,85,7,32,13,11,8,20,8,12,0,26,21,5,6,1,0,1,4
"2011","E00062197","E00062197","Total",139,18,4,14,116,13,76,34,34,8,12,5,6,1,15,10,5,5,0,0,0,5
"2011","E00062198","E00062198","Total",100,12,6,6,85,9,56,22,25,9,8,3,5,0,12,10,2,3,0,0,0,3
"2011","E00062297","E00062297","Total",159,80,24,56,74,4,16,6,9,1,19,11,8,0,35,31,4,5,1,0,0,4
"2011","E00062299","E00062299","Total",127,54,5,49,65,2,28,13,10,5,19,9,10,0,16,14,2,8,4,0,0,4
"2011","E00062302","E00062302","Total",141,67,20,47,67,3,27,13,9,5,12,6,6,0,25,19,6,7,4,0,0,3
"2011","E00062303","E00062303","Total",129,107,59,48,19,7,5,4,0,1,4,3,1,0,3,1,2,3,1,0,0,2
"2011","E00062304","E00062304","Total",121,49,12,37,61,2,16,5,9,2,18,10,8,0,25,21,4,11,2,0,0,9
"2011","E00062306","E00062306","Total",121,59,20,39,59,1,24,6,13,5,14,7,6,1,20,17,3,3,0,0,0,3
"2011","E00062287","E00062287","Total",141,45,18,27,90,4,36,18,13,5,17,8,8,1,33,26,7,6,2,0,0,4
"2011","E00062290","E00062290","Total",145,66,20,46,74,4,24,7,16,1,25,14,11,0,21,18,3,5,2,0,0,3
"2011","E00062293","E00062293","Total",108,26,9,17,79,12,42,20,12,10,13,9,3,1,12,8,4,3,3,0,0,0
"2011","E00062301","E00062301","Total",126,53,18,35,68,9,33,16,9,8,13,5,7,1,13,7,6,5,1,0,0,4
"2011","E00062305","E00062305","Total",116,86,42,44,27,3,15,9,4,2,4,4,0,0,5,2,3,3,0,0,1,2
"2011","E00062307","E00062307","Total",139,52,13,39,79,9,34,11,20,3,15,8,7,0,21,18,3,8,2,1,2,3
"2011","E00062286","E00062286","Total",104,32,12,20,68,11,42,20,18,4,11,5,6,0,4,3,1,4,2,0,0,2
"2011","E00062291","E00062291","Total",119,31,16,15,85,10,48,15,20,13,18,7,11,0,9,4,5,3,1,0,0,2
"2011","E00062292","E00062292","Total",114,12,2,10,93,3,70,20,31,19,13,8,4,1,7,6,1,9,2,0,2,5
"2011","E00062294","E00062294","Total",113,20,3,17,86,4,36,10,15,11,13,3,7,3,33,28,5,7,3,0,0,4
"2011","E00062308","E00062308","Total",106,23,8,15,77,8,53,15,25,13,7,4,2,1,9,3,6,6,3,0,0,3
"2011","E00062288","E00062288","Total",139,96,23,73,38,2,10,6,4,0,9,6,2,1,17,13,4,5,2,0,0,3
"2011","E00062289","E00062289","Total",153,56,29,27,89,12,38,17,15,6,14,6,7,1,25,19,6,8,3,0,2,3
"2011","E00062295","E00062295","Total",109,33,10,23,69,7,31,10,18,3,13,8,4,1,18,15,3,7,1,0,1,5
"2011","E00062296","E00062296","Total",121,38,10,28,67,7,32,15,13,4,14,10,4,0,14,10,4,16,5,0,0,11
"2011","E00062298","E00062298","Total",137,65,15,50,65,1,19,8,6,5,19,9,7,3,26,24,2,7,3,0,0,4
"2011","E00062300","E00062300","Total",145,92,33,59,49,4,15,7,6,2,16,8,8,0,14,9,5,4,1,0,0,3
"2011","E00062157","E00062157","Total",165,52,17,35,105,9,45,15,17,13,27,20,6,1,24,15,9,8,2,0,1,5
"2011","E00062158","E00062158","Total",122,34,5,29,86,7,56,33,9,14,10,6,4,0,13,6,7,2,2,0,0,0
"2011","E00062167","E00062167","Total",116,37,20,17,76,11,43,20,16,7,11,8,3,0,11,7,4,3,2,0,0,1
"2011","E00062169","E00062169","Total",136,44,20,24,84,10,38,21,12,5,17,8,7,2,19,9,10,8,0,0,1,7
"2011","E00062170","E00062170","Total",118,34,12,22,80,15,51,32,14,5,9,7,2,0,5,3,2,4,2,0,1,1
"2011","E00062159","E00062159","Total",122,65,54,11,56,11,26,15,6,5,9,4,5,0,10,6,4,1,1,0,0,0
"2011","E00062160","E00062160","Total",125,26,18,8,94,11,55,22,20,13,12,3,7,2,16,11,5,5,2,0,0,3
"2011","E00062166","E00062166","Total",118,34,18,16,81,13,34,17,10,7,15,6,8,1,19,12,7,3,1,0,0,2
"2011","E00062168","E00062168","Total",137,29,13,16,100,10,50,15,27,8,16,5,7,4,24,15,9,8,2,0,0,6
"2011","E00062187","E00062187","Total",126,29,15,14,92,16,42,24,16,2,13,5,7,1,21,18,3,5,1,0,0,4
"2011","E00062188","E00062188","Total",87,25,12,13,59,7,26,9,7,10,11,4,6,1,15,9,6,3,1,0,0,2
"2011","E00062189","E00062189","Total",133,60,23,37,66,5,27,8,12,7,9,6,3,0,25,15,10,7,2,0,0,5
"2011","E00062190","E00062190","Total",130,34,21,13,86,7,50,17,21,12,10,3,5,2,19,12,7,10,4,0,2,4
"2011","E00062199","E00062199","Total",116,48,22,26,61,12,17,11,4,2,19,7,11,1,13,9,4,7,2,0,0,5
"2011","E00062191","E00062191","Total",95,35,22,13,58,12,25,12,8,5,11,5,2,4,10,8,2,2,1,0,0,1
"2011","E00062192","E00062192","Total",115,19,10,9,88,13,49,24,13,12,16,3,9,4,10,5,5,8,3,0,0,5
"2011","E00062193","E00062193","Total",130,44,26,18,80,7,30,18,8,4,14,5,9,0,29,24,5,6,5,0,1,0
"2011","E00062194","E00062194","Total",118,24,2,22,90,6,51,21,13,17,16,6,10,0,17,11,6,4,3,0,0,1
"2011","E00062195","E00062195","Total",134,28,15,13,103,16,56,21,23,12,16,1,12,3,15,14,1,3,2,0,0,1
"2011","E00062072","E00062072","Total",158,49,22,27,103,13,57,28,23,6,18,10,7,1,15,13,2,6,3,0,0,3
"2011","E00062073","E00062073","Total",129,30,11,19,92,7,58,19,28,11,14,5,8,1,13,9,4,7,3,0,0,4
"2011","E00062076","E00062076","Total",196,34,13,21,153,12,89,39,39,11,32,17,11,4,20,13,7,9,1,0,0,8
"2011","E00062081","E00062081","Total",161,30,15,15,126,13,88,33,37,18,16,7,9,0,9,5,4,5,3,0,0,2
"2011","E00062082","E00062082","Total",116,25,10,15,86,9,52,19,28,5,16,8,8,0,9,7,2,5,3,0,0,2
"2011","E00062071","E00062071","Total",119,43,18,25,74,5,39,12,18,9,7,4,2,1,23,17,6,2,1,0,0,1
"2011","E00062074","E00062074","Total",124,37,24,13,81,12,52,20,24,8,7,4,3,0,10,6,4,6,3,0,0,3
"2011","E00062077","E00062077","Total",129,40,16,24,84,16,42,19,11,12,11,5,6,0,15,11,4,5,2,0,1,2
"2011","E00062080","E00062080","Total",122,37,16,21,80,8,43,17,20,6,16,9,7,0,13,7,6,5,1,0,0,4
"2011","E00062084","E00062084","Total",121,48,30,18,67,9,36,16,14,6,6,3,3,0,16,10,6,6,2,0,0,4
"2011","E00062085","E00062085","Total",127,35,18,17,89,14,48,19,22,7,15,8,7,0,12,7,5,3,0,0,0,3
"2011","E00062086","E00062086","Total",122,29,17,12,88,10,46,17,16,13,21,9,10,2,11,7,4,5,2,0,0,3
"2011","E00062075","E00062075","Total",126,32,20,12,92,12,56,21,21,14,11,9,2,0,13,4,9,2,2,0,0,0
"2011","E00062078","E00062078","Total",123,45,28,17,72,15,25,6,14,5,6,2,4,0,26,21,5,6,4,0,0,2
"2011","E00062079","E00062079","Total",112,29,16,13,75,6,32,12,14,6,12,3,9,0,25,13,12,8,4,0,0,4
"2011","E00062083","E00062083","Total",117,19,7,12,86,8,28,6,12,10,19,8,9,2,31,18,13,12,7,0,1,4
"2011","E00062087","E00062087","Total",155,43,15,28,105,9,74,23,38,13,15,8,6,1,7,5,2,7,3,0,0,4
"2011","E00062088","E00062088","Total",121,41,16,25,77,6,38,13,14,11,6,3,3,0,27,20,7,3,1,0,0,2
"2011","E00062095","E00062095","Total",125,41,6,35,74,7,29,8,16,5,14,5,9,0,24,18,6,10,3,0,1,6
"2011","E00062096","E00062096","Total",130,40,12,28,85,4,30,8,15,7,15,2,12,1,36,31,5,5,3,0,0,2
"2011","E00062098","E00062098","Total",126,114,96,18,10,4,4,2,1,1,0,0,0,0,2,1,1,2,0,0,0,2
"2011","E00062100","E00062100","Total",123,38,8,30,78,5,39,17,16,6,15,5,10,0,19,16,3,7,4,0,0,3
"2011","E00062090","E00062090","Total",120,37,15,22,74,9,33,13,16,4,16,3,11,2,16,12,4,9,7,0,0,2
"2011","E00062091","E00062091","Total",122,42,17,25,76,8,32,8,17,7,13,1,12,0,23,16,7,4,3,0,1,0
"2011","E00062093","E00062093","Total",115,39,24,15,72,4,31,14,9,8,12,4,8,0,25,15,10,4,4,0,0,0
"2011","E00062094","E00062094","Total",192,106,67,39,81,17,33,22,8,3,14,8,6,0,17,10,7,5,3,0,1,1
"2011","E00062101","E00062101","Total",115,32,13,19,76,14,30,12,12,6,12,5,6,1,20,13,7,7,3,0,0,4
"2011","E00062089","E00062089","Total",115,24,11,13,89,12,33,10,14,9,22,11,11,0,22,17,5,2,0,0,0,2
"2011","E00062092","E00062092","Total",109,46,16,30,59,7,23,9,11,3,8,2,6,0,21,18,3,4,0,0,0,4
"2011","E00062097","E00062097","Total",128,28,8,20,91,9,41,8,23,10,12,4,8,0,29,24,5,9,5,0,0,4
"2011","E00062099","E00062099","Total",120,51,26,25,62,11,32,11,12,9,9,4,5,0,10,7,3,7,1,0,0,6
"2011","E00062102","E00062102","Total",119,42,28,14,72,11,26,9,10,7,9,3,6,0,26,19,7,5,3,0,1,1
"2011","E00062358","E00062358","Total",214,97,14,83,106,11,29,13,11,5,36,23,13,0,30,24,6,11,2,0,0,9
"2011","E00062363","E00062363","Total",121,59,14,45,55,1,21,8,12,1,19,7,11,1,14,10,4,7,1,0,0,6
"2011","E00062364","E00062364","Total",140,66,15,51,65,3,23,8,11,4,15,5,8,2,24,20,4,9,1,0,0,8
"2011","E00062366","E00062366","Total",105,36,9,27,66,8,22,11,10,1,17,12,4,1,19,16,3,3,3,0,0,0
"2011","E00062368","E00062368","Total",123,42,8,34,71,6,31,13,13,5,17,9,6,2,17,14,3,10,4,0,0,6
"2011","E00062359","E00062359","Total",145,70,9,61,71,2,28,15,7,6,21,10,11,0,20,18,2,4,2,0,0,2
"2011","E00062365","E00062365","Total",138,56,10,46,76,6,30,13,13,4,15,8,7,0,25,17,8,6,0,0,1,5
"2011","E00062367","E00062367","Total",136,48,11,37,81,7,34,10,18,6,23,16,6,1,17,12,5,7,1,0,0,6
"2011","E00062369","E00062369","Total",133,45,18,27,85,11,34,16,13,5,19,13,6,0,21,15,6,3,1,0,0,2
"2011","E00062371","E00062371","Total",132,65,13,52,64,4,16,12,2,2,22,18,3,1,22,18,4,3,0,0,0,3
"2011","E00062362","E00062362","Total",130,51,27,24,73,10,40,21,13,6,8,4,3,1,15,11,4,6,2,0,0,4
"2011","E00062372","E00062372","Total",132,50,13,37,75,5,41,18,12,11,13,6,7,0,16,13,3,7,1,0,0,6
"2011","E00062375","E00062375","Total",129,57,6,51,64,0,22,10,11,1,22,9,13,0,20,14,6,8,0,0,0,8
"2011","E00062376","E00062376","Total",127,55,12,43,66,3,24,12,8,4,19,12,7,0,20,18,2,6,1,0,0,5
"2011","E00062377","E00062377","Total",107,46,11,35,58,5,13,8,4,1,20,17,3,0,20,16,4,3,1,0,0,2
"2011","E00062378","E00062378","Total",115,42,16,26,72,10,44,23,17,4,11,4,6,1,7,3,4,1,1,0,0,0
"2011","E00062360","E00062360","Total",127,28,15,13,94,14,45,19,15,11,14,5,7,2,21,11,10,5,1,0,1,3
"2011","E00062361","E00062361","Total",89,20,13,7,67,9,35,16,11,8,9,4,5,0,14,9,5,2,1,0,1,0
"2011","E00062370","E00062370","Total",120,37,23,14,79,12,44,13,20,11,12,6,5,1,11,5,6,4,2,0,0,2
"2011","E00062373","E00062373","Total",118,26,16,10,89,9,62,25,30,7,7,4,3,0,11,8,3,3,0,0,0,3
"2011","E00062374","E00062374","Total",86,31,10,21,54,10,29,14,10,5,8,5,2,1,7,6,1,1,0,0,0,1
"2011","E00062313","E00062313","Total",140,59,5,54,71,5,19,10,8,1,23,18,5,0,24,15,9,10,3,0,0,7
"2011","E00062314","E00062314","Total",117,37,8,29,70,3,28,6,14,8,21,7,13,1,18,16,2,10,5,0,0,5
"2011","E00062316","E00062316","Total",119,42,3,39,68,5,24,8,11,5,21,13,7,1,18,15,3,9,2,0,1,6
"2011","E00062317","E00062317","Total",134,56,7,49,70,1,18,11,7,0,23,15,8,0,28,23,5,8,2,0,1,5
"2011","E00062318","E00062318","Total",136,58,7,51,67,3,35,17,14,4,22,10,10,2,7,5,2,11,2,1,0,8
"2011","E00062323","E00062323","Total",134,44,13,31,75,6,32,15,15,2,18,8,10,0,19,17,2,15,5,0,0,10
"2011","E00062311","E00062311","Total",130,44,6,38,74,4,33,11,14,8,16,5,11,0,21,10,11,12,8,0,0,4
"2011","E00062312","E00062312","Total",188,140,8,132,39,0,16,11,5,0,11,10,1,0,12,9,3,9,0,0,0,9
"2011","E00062315","E00062315","Total",169,81,15,66,68,4,22,8,11,3,16,11,5,0,26,21,5,20,4,2,0,14
"2011","E00062321","E00062321","Total",121,31,12,19,77,5,33,12,17,4,19,9,9,1,20,10,10,13,3,0,0,10
"2011","E00062324","E00062324","Total",129,55,6,49,56,2,25,4,17,4,9,3,6,0,20,17,3,18,8,0,0,10
"2011","E00062309","E00062309","Total",166,66,10,56,90,1,32,12,18,2,27,20,7,0,30,23,7,10,1,0,0,9
"2011","E00062310","E00062310","Total",120,31,10,21,76,9,50,26,18,6,8,5,3,0,9,7,2,13,4,0,1,8
"2011","E00062319","E00062319","Total",69,34,16,18,29,8,10,8,2,0,8,8,0,0,3,3,0,6,0,0,2,4
"2011","E00062320","E00062320","Total",173,93,47,46,70,14,29,16,13,0,12,9,3,0,15,10,5,10,3,0,0,7
"2011","E00062322","E00062322","Total",182,69,15,54,79,5,44,19,20,5,15,13,2,0,15,12,3,34,7,0,0,27
"2011","E00062059","E00062059","Total",129,93,45,48,31,3,10,7,2,1,10,10,0,0,8,5,3,5,0,0,2,3
"2011","E00062061","E00062061","Total",148,80,14,66,53,3,12,7,5,0,18,9,9,0,20,18,2,15,2,1,0,12
"2011","E00062066","E00062066","Total",134,84,16,68,41,2,9,3,5,1,15,9,6,0,15,13,2,9,2,0,0,7
"2011","E00062070","E00062070","Total",141,58,7,51,68,1,26,7,15,4,23,12,10,1,18,13,5,15,4,0,0,11
"2011","E00062058","E00062058","Total",205,149,62,87,35,4,9,7,2,0,14,13,1,0,8,5,3,21,6,0,0,15
"2011","E00062067","E00062067","Total",126,58,12,46,59,2,21,11,6,4,19,12,7,0,17,12,5,9,4,0,0,5
"2011","E00062068","E00062068","Total",158,84,19,65,67,2,19,11,6,2,25,15,10,0,21,13,8,7,5,0,0,2
"2011","E00062069","E00062069","Total",207,130,47,83,58,6,19,9,8,2,17,11,6,0,16,10,6,19,2,0,1,16
"2011","E00062057","E00062057","Total",122,51,32,19,63,18,31,16,9,6,7,2,4,1,7,5,2,8,3,0,1,4
"2011","E00062060","E00062060","Total",175,72,36,36,95,11,44,17,16,11,16,6,8,2,24,21,3,8,2,0,1,5
"2011","E00062062","E00062062","Total",147,59,12,47,75,4,28,11,13,4,18,6,12,0,25,19,6,13,4,0,0,9
"2011","E00062063","E00062063","Total",191,64,19,45,119,6,46,14,21,11,34,15,18,1,33,18,15,8,1,0,1,6
"2011","E00062064","E00062064","Total",112,39,17,22,66,8,16,7,6,3,17,7,10,0,25,19,6,7,4,0,0,3
"2011","E00062065","E00062065","Total",131,62,14,48,64,1,30,9,16,5,14,7,7,0,19,8,11,5,0,0,1,4
"2011","E00062161","E00062161","Total",118,43,15,28,70,7,29,14,9,6,15,4,11,0,19,13,6,5,3,0,1,1
"2011","E00062162","E00062162","Total",119,41,12,29,76,6,27,8,15,4,15,4,10,1,28,21,7,2,1,0,1,0
"2011","E00062163","E00062163","Total",126,26,0,26,94,3,28,6,19,3,27,4,23,0,36,34,2,6,3,0,0,3
"2011","E00062164","E00062164","Total",140,29,15,14,103,11,38,19,10,9,19,8,11,0,35,25,10,8,6,0,0,2
"2011","E00062165","E00062165","Total",122,41,26,15,72,7,27,5,16,6,11,1,9,1,27,19,8,9,7,0,0,2
"2011","E00062251","E00062251","Total",137,71,37,34,65,5,21,13,5,3,15,13,2,0,24,11,13,1,0,0,0,1
"2011","E00062254","E00062254","Total",195,57,26,31,129,22,66,38,20,8,20,14,6,0,21,15,6,9,4,0,2,3
"2011","E00062255","E00062255","Total",144,50,34,16,83,12,38,9,21,8,15,9,5,1,18,14,4,11,1,0,0,10
"2011","E00062259","E00062259","Total",205,80,42,38,116,21,36,16,14,6,20,10,10,0,39,30,9,9,2,0,1,6
"2011","E00062260","E00062260","Total",138,36,13,23,97,2,28,9,13,6,20,6,14,0,47,45,2,5,4,0,0,1
"2011","E00062249","E00062249","Total",134,24,15,9,100,15,48,16,19,13,10,5,3,2,27,18,9,10,2,0,1,7
"2011","E00062250","E00062250","Total",133,28,17,11,100,11,55,17,27,11,14,4,7,3,20,10,10,5,1,0,0,4
"2011","E00062252","E00062252","Total",120,37,21,16,78,9,44,15,20,9,10,4,5,1,15,8,7,5,3,0,0,2
"2011","E00062253","E00062253","Total",137,44,28,16,85,20,49,24,11,14,5,2,3,0,11,7,4,8,4,0,0,4
"2011","E00062256","E00062256","Total",115,33,16,17,80,9,44,18,16,10,10,3,7,0,17,11,6,2,0,0,0,2
"2011","E00062257","E00062257","Total",123,52,36,16,67,23,32,22,7,3,9,6,3,0,3,3,0,4,1,0,0,3
"2011","E00062258","E00062258","Total",125,34,16,18,84,9,39,22,12,5,18,4,13,1,18,10,8,7,2,1,0,4
"2011","E00062104","E00062104","Total",136,39,20,19,94,14,58,17,34,7,9,5,4,0,13,9,4,3,1,0,0,2
"2011","E00062106","E00062106","Total",148,40,26,14,103,17,64,22,31,11,11,6,5,0,11,8,3,5,0,0,2,3
"2011","E00062107","E00062107","Total",144,38,21,17,100,14,60,18,35,7,10,3,6,1,16,12,4,6,2,0,0,4
"2011","E00062109","E00062109","Total",132,32,26,6,96,25,58,26,23,9,5,2,3,0,8,5,3,4,0,0,1,3
"2011","E00062110","E00062110","Total",128,29,19,10,96,9,64,28,28,8,10,6,4,0,13,10,3,3,1,1,1,0
"2011","E00062103","E00062103","Total",222,126,31,95,85,21,36,16,16,4,17,12,5,0,11,10,1,11,2,0,1,8
